workload_type,engine,ad_mode,M,instance_type,machine_family,vcpu_count,mean_runtime_ms,throughput_paths_per_sec,cost_per_run,paths_per_dollar,region,zone
european_local_vol,jax,none,1000,e2-standard-4,e2,4,15.946201000000809,62710.86135186364,1.594620100000081e-05,,europe-west2,europe-west2-b
european_local_vol,jax,forward,1000,e2-standard-4,e2,4,70.08594800000385,14268.19538775369,7.008594800000386e-05,,europe-west2,europe-west2-b
european_local_vol,jax,reverse,1000,e2-standard-4,e2,4,42.68208866667086,23429.03150334509,4.268208866667086e-05,,europe-west2,europe-west2-b
asian,cpu,none,1000,e2-standard-4,e2,4,12.084496666659561,82750.65379917255,1.2084496666659561e-05,,europe-west2,europe-west2-b
asian,jax,none,1000,e2-standard-4,e2,4,110.78224133332999,9026.717531297496,0.00011078224133332999,,europe-west2,europe-west2-b
asian,jax,forward,1000,e2-standard-4,e2,4,534.6507313333385,1870.3799347775143,0.0005346507313333385,,europe-west2,europe-west2-b
asian,jax,reverse,1000,e2-standard-4,e2,4,377.80953166667547,2646.836345257312,0.0003778095316666755,,europe-west2,europe-west2-b
european,jax,none,1000,e2-standard-4,e2,4,0.959232000004325,1042500.6671957267,9.59232000004325e-07,,europe-west2,europe-west2-b
european,jax,forward,1000,e2-standard-4,e2,4,2.639795666662318,378817.1988570507,2.639795666662318e-06,,europe-west2,europe-west2-b
european,jax,reverse,1000,e2-standard-4,e2,4,3.7285613333324363,268199.95987735054,3.7285613333324363e-06,,europe-west2,europe-west2-b
european_local_vol,cpu,none,1000,e2-standard-4,e2,4,20.547342999994573,48668.09299870373,2.0547342999994572e-05,,europe-west2,europe-west2-b
european_local_vol,jax,forward,1000,e2-standard-4,e2,4,70.08594800000385,14268.19538775369,7.008594800000386e-05,,europe-west2,europe-west2-b
european_local_vol,jax,reverse,1000,e2-standard-4,e2,4,42.68208866667086,23429.03150334509,4.268208866667086e-05,,europe-west2,europe-west2-b
asian,jax,none,1000,e2-standard-4,e2,4,110.78224133332999,9026.717531297496,0.00011078224133332999,,europe-west2,europe-west2-b
asian,jax,forward,1000,e2-standard-4,e2,4,534.6507313333385,1870.3799347775143,0.0005346507313333385,,europe-west2,europe-west2-b
asian,jax,reverse,1000,e2-standard-4,e2,4,377.80953166667547,2646.836345257312,0.0003778095316666755,,europe-west2,europe-west2-b
european,cpu,none,5000,e2-standard-4,e2,4,0.2158220000012534,23167239.669593286,1.079110000006267e-06,,europe-west2,europe-west2-b
european_local_vol,jax,none,5000,e2-standard-4,e2,4,71.69582739999782,69739.06545641109,0.0003584791369999891,,europe-west2,europe-west2-b
asian,cpu,none,5000,e2-standard-4,e2,4,53.63534040000104,93222.11740824344,0.00026817670200000523,,europe-west2,europe-west2-b
european,cpu,none,25000,e2-standard-4,e2,4,0.7365802857058108,33940631.435776666,1.8414507142645272e-05,,europe-west2,europe-west2-b
european_local_vol,jax,none,25000,e2-standard-4,e2,4,275.6466224285735,90695.83287376606,0.006891165560714337,,europe-west2,europe-west2-b
asian,cpu,none,25000,e2-standard-4,e2,4,277.03695585714576,90240.66815436444,0.006925923896428644,,europe-west2,europe-west2-b
european,cpu,none,10000,e2-standard-4,e2,4,0.33370699999863973,29966407.657138634,3.3370699999863973e-06,,europe-west2,europe-west2-b
european,cpu,none,50000,e2-standard-4,e2,4,1.5432140000029904,32399913.427368537,7.716070000014952e-05,,europe-west2,europe-west2-b
european,cpu,none,100000,e2-standard-4,e2,4,3.029895600002419,33004437.512606096,0.0003029895600002419,,europe-west2,europe-west2-b
european,jax,none,10000,e2-standard-4,e2,4,1.1279158000093048,8865910.026189458,1.1279158000093049e-05,,europe-west2,europe-west2-b
european,jax,none,50000,e2-standard-4,e2,4,2.2702190000018163,22024306.9060562,0.00011351095000009082,,europe-west2,europe-west2-b
european,jax,none,100000,e2-standard-4,e2,4,3.8429236000013134,26021854.819066875,0.0003842923600001314,,europe-west2,europe-west2-b
european,jax,forward,10000,e2-standard-4,e2,4,3.423459800001183,2921021.5934174387,3.423459800001183e-05,,europe-west2,europe-west2-b
european,jax,forward,50000,e2-standard-4,e2,4,4.839118200010262,10332460.984295439,0.00024195591000051306,,europe-west2,europe-west2-b
european,jax,forward,100000,e2-standard-4,e2,4,6.685419200010756,14957925.151475783,0.0006685419200010756,,europe-west2,europe-west2-b
european,jax,reverse,10000,e2-standard-4,e2,4,4.5208853999952225,2211956.09161218,4.520885399995223e-05,,europe-west2,europe-west2-b
european,jax,reverse,50000,e2-standard-4,e2,4,5.418950600005701,9226878.724442957,0.00027094753000028504,,europe-west2,europe-west2-b
european,jax,reverse,100000,e2-standard-4,e2,4,6.904680199994573,14482929.998709947,0.0006904680199994572,,europe-west2,europe-west2-b
european_local_vol,cpu,none,10000,e2-standard-4,e2,4,149.60393679999697,66843.16077436408,0.0014960393679999697,,europe-west2,europe-west2-b
european_local_vol,cpu,none,50000,e2-standard-4,e2,4,926.6867396000009,53955.66577501931,0.04633433698000005,,europe-west2,europe-west2-b
european_local_vol,cpu,none,100000,e2-standard-4,e2,4,1815.8479861999979,55070.68915458542,0.1815847986199998,,europe-west2,europe-west2-b
european_local_vol,jax,none,10000,e2-standard-4,e2,4,141.198534199998,70822.26495238037,0.00141198534199998,,europe-west2,europe-west2-b
european_local_vol,jax,none,50000,e2-standard-4,e2,4,513.313384599985,97406.38272848468,0.02566566922999925,,europe-west2,europe-west2-b
european_local_vol,jax,none,100000,e2-standard-4,e2,4,1079.5051062000027,92635.04121070154,0.10795051062000027,,europe-west2,europe-west2-b
european_local_vol,jax,forward,10000,e2-standard-4,e2,4,704.2400982000004,14199.7026661212,0.007042400982000004,,europe-west2,europe-west2-b
european_local_vol,jax,forward,50000,e2-standard-4,e2,4,2757.8697042000044,18129.935552739924,0.13789348521000022,,europe-west2,europe-west2-b
european_local_vol,jax,forward,100000,e2-standard-4,e2,4,5189.079902999987,19271.23919255638,0.5189079902999987,,europe-west2,europe-west2-b
european_local_vol,jax,reverse,10000,e2-standard-4,e2,4,320.0406897999983,31246.02689192196,0.003200406897999983,,europe-west2,europe-west2-b
european_local_vol,jax,reverse,50000,e2-standard-4,e2,4,1356.8884759999946,36849.012195457835,0.06784442379999973,,europe-west2,europe-west2-b
european_local_vol,jax,reverse,100000,e2-standard-4,e2,4,2551.121820399976,39198.441720953,0.2551121820399976,,europe-west2,europe-west2-b
asian,cpu,none,10000,e2-standard-4,e2,4,103.88801260002083,96257.49641107289,0.0010388801260002084,,europe-west2,europe-west2-b
asian,cpu,none,50000,e2-standard-4,e2,4,568.3035502000052,87981.1501835653,0.028415177510000264,,europe-west2,europe-west2-b
asian,cpu,none,100000,e2-standard-4,e2,4,1124.8531351999986,88900.49453631119,0.11248531351999987,,europe-west2,europe-west2-b
asian,jax,none,10000,e2-standard-4,e2,4,147.8281145999972,67646.13096134414,0.001478281145999972,,europe-west2,europe-west2-b
asian,jax,none,50000,e2-standard-4,e2,4,429.16141420000713,116506.28026101599,0.021458070710000356,,europe-west2,europe-west2-b
asian,jax,none,100000,e2-standard-4,e2,4,753.6104275999946,132694.55455714386,0.07536104275999947,,europe-west2,europe-west2-b
asian,jax,forward,10000,e2-standard-4,e2,4,657.1298298000102,15217.692983201485,0.006571298298000102,,europe-west2,europe-west2-b
asian,jax,forward,50000,e2-standard-4,e2,4,1185.4358330000196,42178.57990125322,0.059271791650000974,,europe-west2,europe-west2-b
asian,jax,forward,100000,e2-standard-4,e2,4,1873.1367255999885,53386.38585924302,0.18731367255999884,,europe-west2,europe-west2-b
asian,jax,reverse,10000,e2-standard-4,e2,4,515.3447423999864,19404.48631226836,0.005153447423999865,,europe-west2,europe-west2-b
asian,jax,reverse,50000,e2-standard-4,e2,4,853.6722728000086,58570.48611407061,0.04268361364000043,,europe-west2,europe-west2-b
asian,jax,reverse,100000,e2-standard-4,e2,4,1320.9143895999887,75705.1333434886,0.13209143895999886,,europe-west2,europe-west2-b
european,cpu,none,1000,e2-standard-4,e2,4,0.11243300000292795,8894185.870464705,1.1243300000292795e-07,,europe-west2,europe-west2-b
european,jax,none,1000,e2-standard-4,e2,4,0.7660559999986086,1305387.5956872818,7.660559999986087e-07,,europe-west2,europe-west2-b
european,jax,forward,1000,e2-standard-4,e2,4,2.7810676666651566,359574.13477792987,2.7810676666651565e-06,,europe-west2,europe-west2-b
european,jax,reverse,1000,e2-standard-4,e2,4,3.8476433333300974,259899.34964541264,3.847643333330098e-06,,europe-west2,europe-west2-b
european_local_vol,cpu,none,1000,e2-standard-4,e2,4,20.56814600000223,48618.86919705313,2.0568146000002232e-05,,europe-west2,europe-west2-b
european_local_vol,jax,none,1000,e2-standard-4,e2,4,15.638611333334513,63944.29650338889,1.5638611333334512e-05,,europe-west2,europe-west2-b
european_local_vol,jax,forward,1000,e2-standard-4,e2,4,70.59921533333124,14164.463376519721,7.059921533333125e-05,,europe-west2,europe-west2-b
european_local_vol,jax,reverse,1000,e2-standard-4,e2,4,40.861664000000054,24472.816378696636,4.086166400000006e-05,,europe-west2,europe-west2-b
asian,cpu,none,1000,e2-standard-4,e2,4,12.058234333342929,82930.88128457095,1.2058234333342929e-05,,europe-west2,europe-west2-b
asian,jax,none,1000,e2-standard-4,e2,4,110.70567766666765,9032.960378156737,0.00011070567766666766,,europe-west2,europe-west2-b
asian,jax,forward,1000,e2-standard-4,e2,4,568.9221450000019,1757.7097477898255,0.0005689221450000018,,europe-west2,europe-west2-b
asian,jax,reverse,1000,e2-standard-4,e2,4,388.3388466666702,2575.070736763937,0.00038833884666667016,,europe-west2,europe-west2-b
european,jax,forward,1000,e2-standard-4,e2,4,2.7810676666651566,359574.13477792987,2.7810676666651565e-06,,europe-west2,europe-west2-b
european,jax,reverse,1000,e2-standard-4,e2,4,3.8476433333300974,259899.34964541264,3.847643333330098e-06,,europe-west2,europe-west2-b
european_local_vol,cpu,none,1000,e2-standard-4,e2,4,20.56814600000223,48618.86919705313,2.0568146000002232e-05,,europe-west2,europe-west2-b
european_local_vol,jax,forward,1000,e2-standard-4,e2,4,70.59921533333124,14164.463376519721,7.059921533333125e-05,,europe-west2,europe-west2-b
european_local_vol,jax,reverse,1000,e2-standard-4,e2,4,40.861664000000054,24472.816378696636,4.086166400000006e-05,,europe-west2,europe-west2-b
asian,jax,forward,1000,e2-standard-4,e2,4,568.9221450000019,1757.7097477898255,0.0005689221450000018,,europe-west2,europe-west2-b
asian,jax,reverse,1000,e2-standard-4,e2,4,388.3388466666702,2575.070736763937,0.00038833884666667016,,europe-west2,europe-west2-b
european,cpu,none,5000,e2-standard-4,e2,4,0.21715759999381135,23024752.530615978,1.0857879999690568e-06,,europe-west2,europe-west2-b
european,jax,none,5000,e2-standard-4,e2,4,0.940145199999165,5318327.424321733,4.700725999995825e-06,,europe-west2,europe-west2-b
european_local_vol,jax,none,5000,e2-standard-4,e2,4,71.6630414000008,69770.97123315708,0.00035831520700000394,,europe-west2,europe-west2-b
asian,cpu,none,5000,e2-standard-4,e2,4,54.0960057999996,92428.26574822713,0.000270480028999998,,europe-west2,europe-west2-b
asian,jax,none,5000,e2-standard-4,e2,4,135.12823060000017,37001.8905583153,0.0006756411530000008,,europe-west2,europe-west2-b
european,cpu,none,5000,e2-standard-4,e2,4,0.21715759999381135,23024752.530615978,1.0857879999690568e-06,,europe-west2,europe-west2-b
asian,cpu,none,5000,e2-standard-4,e2,4,54.0960057999996,92428.26574822713,0.000270480028999998,,europe-west2,europe-west2-b
european,jax,none,25000,e2-standard-4,e2,4,1.7235724285760463,14504757.436073693,4.308931071440116e-05,,europe-west2,europe-west2-b
european_local_vol,jax,none,25000,e2-standard-4,e2,4,269.87676685714183,92634.87291306423,0.0067469191714285455,,europe-west2,europe-west2-b
asian,jax,none,25000,e2-standard-4,e2,4,255.3689805714348,97897.55961768703,0.00638422451428587,,europe-west2,europe-west2-b
european,cpu,none,10000,e2-standard-4,e2,4,0.35362119999717834,28278847.535384737,3.5362119999717832e-06,,europe-west2,europe-west2-b
european,cpu,none,50000,e2-standard-4,e2,4,1.6887349999961998,29607960.988617226,8.443674999981e-05,,europe-west2,europe-west2-b
european,cpu,none,100000,e2-standard-4,e2,4,3.3728935999960186,29648133.578870688,0.00033728935999960185,,europe-west2,europe-west2-b
european,jax,none,10000,e2-standard-4,e2,4,1.0552462000021023,9476461.511996042,1.0552462000021024e-05,,europe-west2,europe-west2-b
european,jax,none,50000,e2-standard-4,e2,4,2.2392265999997107,22329138.105096847,0.00011196132999998554,,europe-west2,europe-west2-b
european,jax,none,100000,e2-standard-4,e2,4,3.5350023999995983,28288523.93424439,0.0003535002399999598,,europe-west2,europe-west2-b
european,jax,forward,10000,e2-standard-4,e2,4,3.2964295999988735,3033585.18562126,3.296429599998874e-05,,europe-west2,europe-west2-b
european,jax,forward,50000,e2-standard-4,e2,4,5.765850199998113,8671748.01038299,0.00028829250999990564,,europe-west2,europe-west2-b
european,jax,forward,100000,e2-standard-4,e2,4,7.511074800001438,13313673.83000644,0.0007511074800001439,,europe-west2,europe-west2-b
european,jax,reverse,10000,e2-standard-4,e2,4,4.465187799999626,2239547.4609154933,4.465187799999626e-05,,europe-west2,europe-west2-b
european,jax,reverse,50000,e2-standard-4,e2,4,6.232115599996746,8022957.725627893,0.0003116057799998373,,europe-west2,europe-west2-b
european,jax,reverse,100000,e2-standard-4,e2,4,7.137110000005009,14011273.470624639,0.0007137110000005009,,europe-west2,europe-west2-b
european_local_vol,cpu,none,10000,e2-standard-4,e2,4,151.77604360000316,65886.55075470549,0.0015177604360000316,,europe-west2,europe-west2-b
european_local_vol,cpu,none,50000,e2-standard-4,e2,4,970.4661018000024,51521.63471476328,0.04852330509000012,,europe-west2,europe-west2-b
european_local_vol,cpu,none,100000,e2-standard-4,e2,4,1877.700476800004,53256.630242977306,0.18777004768000038,,europe-west2,europe-west2-b
european_local_vol,jax,none,10000,e2-standard-4,e2,4,147.19900759999973,67935.24061775005,0.0014719900759999974,,europe-west2,europe-west2-b
european_local_vol,jax,none,50000,e2-standard-4,e2,4,520.4722449999963,96066.60197605801,0.026023612249999814,,europe-west2,europe-west2-b
european_local_vol,jax,none,100000,e2-standard-4,e2,4,1050.0758539999936,95231.21555369144,0.10500758539999935,,europe-west2,europe-west2-b
european_local_vol,jax,forward,10000,e2-standard-4,e2,4,690.6052094000074,14480.052950495296,0.006906052094000074,,europe-west2,europe-west2-b
european_local_vol,jax,forward,50000,e2-standard-4,e2,4,2782.3566409999953,17970.37779528857,0.13911783204999978,,europe-west2,europe-west2-b
european_local_vol,jax,forward,100000,e2-standard-4,e2,4,5192.899832200003,19257.063149942252,0.5192899832200003,,europe-west2,europe-west2-b
european_local_vol,jax,reverse,10000,e2-standard-4,e2,4,318.0809332000024,31438.539554686908,0.0031808093320000235,,europe-west2,europe-west2-b
european_local_vol,jax,reverse,50000,e2-standard-4,e2,4,1447.0608108000022,34552.79807650771,0.07235304054000011,,europe-west2,europe-west2-b
european_local_vol,jax,reverse,100000,e2-standard-4,e2,4,2771.921531599992,36076.057298158295,0.2771921531599992,,europe-west2,europe-west2-b
asian,cpu,none,10000,e2-standard-4,e2,4,107.60360660001425,92933.68796802648,0.0010760360660001425,,europe-west2,europe-west2-b
asian,cpu,none,50000,e2-standard-4,e2,4,539.9846455999977,92595.2254520924,0.026999232279999886,,europe-west2,europe-west2-b
asian,cpu,none,100000,e2-standard-4,e2,4,1082.0992391999994,92412.96581442053,0.10820992391999994,,europe-west2,europe-west2-b
asian,jax,none,10000,e2-standard-4,e2,4,146.75467359999175,68140.93040237296,0.0014675467359999174,,europe-west2,europe-west2-b
asian,jax,none,50000,e2-standard-4,e2,4,402.04105100000334,124365.40964071748,0.02010205255000017,,europe-west2,europe-west2-b
asian,jax,none,100000,e2-standard-4,e2,4,720.2587601999994,138838.9916593757,0.07202587601999993,,europe-west2,europe-west2-b
asian,jax,forward,10000,e2-standard-4,e2,4,665.0387072000058,15036.718752962102,0.006650387072000058,,europe-west2,europe-west2-b
asian,jax,forward,50000,e2-standard-4,e2,4,1110.7391622000137,45015.06897529951,0.055536958110000686,,europe-west2,europe-west2-b
asian,jax,forward,100000,e2-standard-4,e2,4,1785.4759580000064,56007.474954753576,0.17854759580000062,,europe-west2,europe-west2-b
asian,jax,reverse,10000,e2-standard-4,e2,4,451.4646319999997,22150.129359413488,0.004514646319999998,,europe-west2,europe-west2-b
asian,jax,reverse,50000,e2-standard-4,e2,4,823.2813338000142,60732.580646782466,0.04116406669000071,,europe-west2,europe-west2-b
asian,jax,reverse,100000,e2-standard-4,e2,4,1281.8474636000133,78012.40228627072,0.12818474636000132,,europe-west2,europe-west2-b
european,cpu,none,1000,e2-standard-4,e2,4,0.12755766667282842,7839591.504639949,1.275576666728284e-07,,europe-west2,europe-west2-b
european,jax,none,1000,e2-standard-4,e2,4,0.6549333333225604,1526872.9641944964,6.549333333225604e-07,,europe-west2,europe-west2-b
european,jax,forward,1000,e2-standard-4,e2,4,2.367483333330256,422389.45715969836,2.367483333330256e-06,,europe-west2,europe-west2-b
european,jax,reverse,1000,e2-standard-4,e2,4,3.1195786666652716,320556.1092866966,3.1195786666652716e-06,,europe-west2,europe-west2-b
european,cpp,none,1000,e2-standard-4,e2,4,0.02698666667318624,37055335.95942744,2.698666667318624e-08,,europe-west2,europe-west2-b
european,rust,none,1000,e2-standard-4,e2,4,0.06747966666390919,14819278.894494597,6.747966666390919e-08,,europe-west2,europe-west2-b
european_local_vol,cpu,none,1000,e2-standard-4,e2,4,20.33555400001319,49174.9573185639,2.0335554000013186e-05,,europe-west2,europe-west2-b
european_local_vol,jax,none,1000,e2-standard-4,e2,4,15.465179666657983,64661.389104708636,1.5465179666657984e-05,,europe-west2,europe-west2-b
european_local_vol,jax,forward,1000,e2-standard-4,e2,4,68.87178233333202,14519.734586802291,6.887178233333203e-05,,europe-west2,europe-west2-b
european_local_vol,jax,reverse,1000,e2-standard-4,e2,4,38.17729733334355,26193.57759321043,3.817729733334355e-05,,europe-west2,europe-west2-b
european_local_vol,cpp,none,1000,e2-standard-4,e2,4,8.215797666660288,121716.7267955004,8.215797666660288e-06,,europe-west2,europe-west2-b
european_local_vol,rust,none,1000,e2-standard-4,e2,4,6.36662933333317,157068.9838600141,6.36662933333317e-06,,europe-west2,europe-west2-b
asian,cpu,none,1000,e2-standard-4,e2,4,11.439554666670423,87415.99031940797,1.1439554666670423e-05,,europe-west2,europe-west2-b
asian,jax,none,1000,e2-standard-4,e2,4,104.58916233333564,9561.220089065295,0.00010458916233333564,,europe-west2,europe-west2-b
asian,jax,forward,1000,e2-standard-4,e2,4,484.4463879999997,2064.211902019591,0.00048444638799999967,,europe-west2,europe-west2-b
asian,jax,reverse,1000,e2-standard-4,e2,4,340.04302133334363,2940.804360809692,0.0003400430213333436,,europe-west2,europe-west2-b
european,cpu,none,1000,e2-standard-4,e2,4,0.12755766667282842,7839591.504639949,1.275576666728284e-07,,europe-west2,europe-west2-b
european,jax,forward,1000,e2-standard-4,e2,4,2.367483333330256,422389.45715969836,2.367483333330256e-06,,europe-west2,europe-west2-b
european,jax,reverse,1000,e2-standard-4,e2,4,3.1195786666652716,320556.1092866966,3.1195786666652716e-06,,europe-west2,europe-west2-b
european,rust,none,1000,e2-standard-4,e2,4,0.06747966666390919,14819278.894494597,6.747966666390919e-08,,europe-west2,europe-west2-b
european_local_vol,cpu,none,1000,e2-standard-4,e2,4,20.33555400001319,49174.9573185639,2.0335554000013186e-05,,europe-west2,europe-west2-b
european_local_vol,jax,forward,1000,e2-standard-4,e2,4,68.87178233333202,14519.734586802291,6.887178233333203e-05,,europe-west2,europe-west2-b
european_local_vol,jax,reverse,1000,e2-standard-4,e2,4,38.17729733334355,26193.57759321043,3.817729733334355e-05,,europe-west2,europe-west2-b
european_local_vol,cpp,none,1000,e2-standard-4,e2,4,8.215797666660288,121716.7267955004,8.215797666660288e-06,,europe-west2,europe-west2-b
european_local_vol,rust,none,1000,e2-standard-4,e2,4,6.36662933333317,157068.9838600141,6.36662933333317e-06,,europe-west2,europe-west2-b
asian,jax,forward,1000,e2-standard-4,e2,4,484.4463879999997,2064.211902019591,0.00048444638799999967,,europe-west2,europe-west2-b
asian,jax,reverse,1000,e2-standard-4,e2,4,340.04302133334363,2940.804360809692,0.0003400430213333436,,europe-west2,europe-west2-b
european,jax,none,5000,e2-standard-4,e2,4,0.8060075999992478,6203415.451671506,4.0300379999962385e-06,,europe-west2,europe-west2-b
european,cpp,none,5000,e2-standard-4,e2,4,0.08339460000001964,59955920.407302424,4.169730000000982e-07,,europe-west2,europe-west2-b
european_local_vol,jax,none,5000,e2-standard-4,e2,4,67.06587040000613,74553.5690535009,0.0003353293520000307,,europe-west2,europe-west2-b
asian,cpu,none,5000,e2-standard-4,e2,4,50.750306599996975,98521.57228150219,0.00025375153299998484,,europe-west2,europe-west2-b
asian,jax,none,5000,e2-standard-4,e2,4,119.5291434000012,41830.80257897966,0.000597645717000006,,europe-west2,europe-west2-b
european,cpp,none,5000,e2-standard-4,e2,4,0.08339460000001964,59955920.407302424,4.169730000000982e-07,,europe-west2,europe-west2-b
asian,cpu,none,5000,e2-standard-4,e2,4,50.750306599996975,98521.57228150219,0.00025375153299998484,,europe-west2,europe-west2-b
european,jax,none,25000,e2-standard-4,e2,4,1.2357991428554473,20229824.680275146,3.089497857138618e-05,,europe-west2,europe-west2-b
european_local_vol,jax,none,25000,e2-standard-4,e2,4,242.96567299999847,102895.19375850332,0.006074141824999962,,europe-west2,europe-west2-b
asian,jax,none,25000,e2-standard-4,e2,4,234.6247172857139,106553.13851505375,0.005865617932142847,,europe-west2,europe-west2-b
european,cpu,none,10000,e2-standard-4,e2,4,0.3314395999950648,30171409.813881326,3.314395999950648e-06,,europe-west2,europe-west2-b
european,cpu,none,50000,e2-standard-4,e2,4,1.451665999996976,34443184.58936433,7.258329999984881e-05,,europe-west2,europe-west2-b
european,cpu,none,100000,e2-standard-4,e2,4,2.8337614000065514,35288786.13413564,0.0002833761400006551,,europe-west2,europe-west2-b
european,jax,none,10000,e2-standard-4,e2,4,0.9260131999951682,10798982.131196596,9.260131999951682e-06,,europe-west2,europe-west2-b
european,jax,none,50000,e2-standard-4,e2,4,1.6861405999918588,29653517.624948606,8.430702999959294e-05,,europe-west2,europe-west2-b
european,jax,none,100000,e2-standard-4,e2,4,2.8105604000018047,35580092.85263387,0.0002810560400001805,,europe-west2,europe-west2-b
european,jax,forward,10000,e2-standard-4,e2,4,2.7065684000035617,3694715.4189736494,2.7065684000035616e-05,,europe-west2,europe-west2-b
european,jax,forward,50000,e2-standard-4,e2,4,3.974237799997127,12581028.744690653,0.00019871188999985633,,europe-west2,europe-west2-b
european,jax,forward,100000,e2-standard-4,e2,4,5.321213400003444,18792706.189895578,0.0005321213400003445,,europe-west2,europe-west2-b
european,jax,reverse,10000,e2-standard-4,e2,4,3.076043200002232,3250929.6358363056,3.076043200002232e-05,,europe-west2,europe-west2-b
european,jax,reverse,50000,e2-standard-4,e2,4,4.633302399997774,10791438.952921359,0.0002316651199998887,,europe-west2,europe-west2-b
european,jax,reverse,100000,e2-standard-4,e2,4,5.679555199998276,17607012.60549952,0.0005679555199998276,,europe-west2,europe-west2-b
european,cpp,none,10000,e2-standard-4,e2,4,0.15900960000294617,62889284.670955196,1.5900960000294616e-06,,europe-west2,europe-west2-b
european,cpp,none,50000,e2-standard-4,e2,4,0.7851704000074733,63680444.39719594,3.925852000037367e-05,,europe-west2,europe-west2-b
european,cpp,none,100000,e2-standard-4,e2,4,1.5615410000066277,64039304.76341996,0.00015615410000066276,,europe-west2,europe-west2-b
european,rust,none,10000,e2-standard-4,e2,4,0.22393819999706466,44655177.18786289,2.2393819999706465e-06,,europe-west2,europe-west2-b
european,rust,none,50000,e2-standard-4,e2,4,0.424813200004337,117698790.9026592,2.124066000021685e-05,,europe-west2,europe-west2-b
european,rust,none,100000,e2-standard-4,e2,4,0.6922854000094958,144449095.70334482,6.922854000094958e-05,,europe-west2,europe-west2-b
european_local_vol,cpu,none,10000,e2-standard-4,e2,4,146.84535099999607,68098.85319420339,0.0014684535099999607,,europe-west2,europe-west2-b
european_local_vol,cpu,none,50000,e2-standard-4,e2,4,892.6201830000082,56014.866067620096,0.04463100915000041,,europe-west2,europe-west2-b
european_local_vol,cpu,none,100000,e2-standard-4,e2,4,1735.7398942000032,57612.31872019032,0.17357398942000032,,europe-west2,europe-west2-b
european_local_vol,jax,none,10000,e2-standard-4,e2,4,137.96244819999401,72483.49192458324,0.0013796244819999403,,europe-west2,europe-west2-b
european_local_vol,jax,none,50000,e2-standard-4,e2,4,483.3384775999946,103447.17484168398,0.024166923879999726,,europe-west2,europe-west2-b
european_local_vol,jax,none,100000,e2-standard-4,e2,4,966.8408193999994,103429.64218459233,0.09668408193999994,,europe-west2,europe-west2-b
european_local_vol,jax,forward,10000,e2-standard-4,e2,4,667.4451516000033,14982.50451895252,0.006674451516000033,,europe-west2,europe-west2-b
european_local_vol,jax,forward,50000,e2-standard-4,e2,4,2658.1508788000065,18810.068457277324,0.13290754394000032,,europe-west2,europe-west2-b
european_local_vol,jax,forward,100000,e2-standard-4,e2,4,4225.315940799999,23666.869271097992,0.4225315940799999,,europe-west2,europe-west2-b
european_local_vol,jax,reverse,10000,e2-standard-4,e2,4,312.194283000008,32031.33607670754,0.0031219428300000803,,europe-west2,europe-west2-b
european_local_vol,jax,reverse,50000,e2-standard-4,e2,4,1198.3989342000086,41722.33350105365,0.059919946710000435,,europe-west2,europe-west2-b
european_local_vol,jax,reverse,100000,e2-standard-4,e2,4,2364.3716032000043,42294.53604698064,0.23643716032000045,,europe-west2,europe-west2-b
european_local_vol,cpp,none,10000,e2-standard-4,e2,4,81.50373180001225,122693.76848335302,0.0008150373180001224,,europe-west2,europe-west2-b
european_local_vol,cpp,none,50000,e2-standard-4,e2,4,407.85780559999694,122591.74475389854,0.02039289027999985,,europe-west2,europe-west2-b
european_local_vol,cpp,none,100000,e2-standard-4,e2,4,813.5903861999964,122911.97351417333,0.08135903861999963,,europe-west2,europe-west2-b
european_local_vol,rust,none,10000,e2-standard-4,e2,4,62.00816840000698,161269.07564002284,0.0006200816840000698,,europe-west2,europe-west2-b
european_local_vol,rust,none,50000,e2-standard-4,e2,4,309.61956540000983,161488.50262548172,0.015480978270000492,,europe-west2,europe-west2-b
european_local_vol,rust,none,100000,e2-standard-4,e2,4,617.4959048000005,161944.393837541,0.06174959048000005,,europe-west2,europe-west2-b
asian,cpu,none,10000,e2-standard-4,e2,4,82.76421079999636,120825.17193531239,0.0008276421079999636,,europe-west2,europe-west2-b
asian,cpu,none,50000,e2-standard-4,e2,4,519.8795914000129,96176.11621443379,0.025993979570000648,,europe-west2,europe-west2-b
asian,cpu,none,100000,e2-standard-4,e2,4,1040.0464761999956,96149.54935991774,0.10400464761999956,,europe-west2,europe-west2-b
asian,jax,none,10000,e2-standard-4,e2,4,133.66138599998294,74815.92327645978,0.0013366138599998293,,europe-west2,europe-west2-b
asian,jax,none,50000,e2-standard-4,e2,4,382.62305379998907,130676.91427222996,0.019131152689999455,,europe-west2,europe-west2-b
asian,jax,none,100000,e2-standard-4,e2,4,680.2295688000072,147009.19305288358,0.06802295688000072,,europe-west2,europe-west2-b
asian,jax,forward,10000,e2-standard-4,e2,4,592.4540439999987,16878.946310306597,0.005924540439999988,,europe-west2,europe-west2-b
asian,jax,forward,50000,e2-standard-4,e2,4,1044.6900696000057,47861.08478962011,0.052234503480000284,,europe-west2,europe-west2-b
asian,jax,forward,100000,e2-standard-4,e2,4,1662.1974069999965,60161.32595254386,0.16621974069999967,,europe-west2,europe-west2-b
asian,jax,reverse,10000,e2-standard-4,e2,4,405.2576083999952,24675.662572952493,0.0040525760839999515,,europe-west2,europe-west2-b
