workload_type,engine,ad_mode,M,instance_type,machine_family,vcpu_count,mean_runtime_ms,throughput_paths_per_sec,cost_per_run,paths_per_dollar,region,zone
european_local_vol,jax,none,25000,c2d-standard-4,c2d,4,134.2748871428593,186185.22444484878,0.0033568721785714826,,europe-west1,europe-west1-b
asian,jax,none,25000,c2d-standard-4,c2d,4,121.29124357143033,206115.45618523654,0.0030322810892857584,,europe-west1,europe-west1-b
european,cpu,none,10000,c2d-standard-4,c2d,4,0.1929541999970752,51825770.05398991,1.9295419999707517e-06,,europe-west1,europe-west1-b
european,cpu,none,50000,c2d-standard-4,c2d,4,0.8978094000013925,55691107.711639516,4.4890470000069624e-05,,europe-west1,europe-west1-b
european,cpu,none,100000,c2d-standard-4,c2d,4,1.6890758000016604,59203974.14959216,0.00016890758000016602,,europe-west1,europe-west1-b
european,jax,none,10000,c2d-standard-4,c2d,4,0.4761525999981586,21001670.47295063,4.761525999981586e-06,,europe-west1,europe-west1-b
european,jax,none,50000,c2d-standard-4,c2d,4,0.9056388000033166,55209648.7030115,4.5281940000165836e-05,,europe-west1,europe-west1-b
european,jax,none,100000,c2d-standard-4,c2d,4,1.4686019999970767,68091967.73543754,0.00014686019999970767,,europe-west1,europe-west1-b
european,jax,forward,10000,c2d-standard-4,c2d,4,1.431235600000491,6986969.860165978,1.4312356000004911e-05,,europe-west1,europe-west1-b
european,jax,forward,50000,c2d-standard-4,c2d,4,2.1077648000016325,23721811.84540195,0.00010538824000008163,,europe-west1,europe-west1-b
european,jax,forward,100000,c2d-standard-4,c2d,4,2.830325399997946,35331626.533144414,0.0002830325399997946,,europe-west1,europe-west1-b
european,jax,reverse,10000,c2d-standard-4,c2d,4,1.7238899999995283,5800834.159953789,1.7238899999995282e-05,,europe-west1,europe-west1-b
european,jax,reverse,50000,c2d-standard-4,c2d,4,2.4720189999982267,20226381.75517092,0.00012360094999991133,,europe-west1,europe-west1-b
european,jax,reverse,100000,c2d-standard-4,c2d,4,2.9387655999983053,34027892.52741276,0.00029387655999983057,,europe-west1,europe-west1-b
european_local_vol,cpu,none,10000,c2d-standard-4,c2d,4,89.09651580000002,112237.83455738678,0.0008909651580000002,,europe-west1,europe-west1-b
european_local_vol,cpu,none,50000,c2d-standard-4,c2d,4,540.4553000000021,92514.5890881259,0.027022765000000108,,europe-west1,europe-west1-b
european_local_vol,cpu,none,100000,c2d-standard-4,c2d,4,970.7988184000044,103007.95397012563,0.09707988184000044,,europe-west1,europe-west1-b
european_local_vol,jax,none,10000,c2d-standard-4,c2d,4,75.40125559999638,132623.7861747289,0.0007540125559999638,,europe-west1,europe-west1-b
european_local_vol,jax,none,50000,c2d-standard-4,c2d,4,265.7892861999983,188118.94457768524,0.013289464309999915,,europe-west1,europe-west1-b
