workload_type,engine,ad_mode,M,instance_type,mean_runtime_ms,profiler_phase,profiler_decision
european,jax,reverse,1000,n2-standard-4,2.6843119999947853,sha_round_0,
european,jax,reverse,1000,n2-standard-4,2.6843119999947853,sha_round_0,
european,jax,forward,1000,e2-standard-4,2.7810676666651566,sha_round_0,
european,jax,forward,1000,e2-standard-4,2.7810676666651566,sha_round_0,
european,jax,reverse,1000,e2-standard-8,2.800312666659958,sha_round_0,
european,jax,reverse,1000,e2-standard-8,2.800312666659958,sha_round_0,
european,jax,reverse,1000,n2-standard-4,2.9160996666680226,sha_round_0,
european,jax,reverse,1000,n2-standard-4,2.9160996666680226,sha_round_0,
european,jax,reverse,1000,e2-standard-8,3.1120846666681246,sha_round_0,
european,jax,reverse,1000,e2-standard-8,3.1120846666681246,sha_round_0,
european,jax,reverse,1000,e2-standard-4,3.1195786666652716,sha_round_0,
european,jax,reverse,1000,e2-standard-4,3.1195786666652716,sha_round_0,
european,jax,reverse,1000,e2-standard-4,3.7285613333324363,sha_round_0,
european,jax,reverse,1000,e2-standard-4,3.7285613333324363,sha_round_0,
european,jax,reverse,1000,e2-standard-4,3.8476433333300974,sha_round_0,
european,jax,reverse,1000,e2-standard-4,3.8476433333300974,sha_round_0,
european,cpp,none,5000,e2-standard-8,0.03327700000568257,sha_round_1,
european,cpp,none,5000,e2-standard-8,0.03327700000568257,sha_round_1,
european,cpp,none,5000,t2d-standard-4,0.036143399998422865,sha_round_1,
european,cpp,none,5000,t2d-standard-4,0.036143399998422865,sha_round_1,
european,cpp,none,5000,c2d-standard-4,0.04665920000093138,sha_round_1,
european,cpp,none,5000,c2d-standard-4,0.04665920000093138,sha_round_1,
european,cpp,none,5000,n2-standard-4,0.05769460000237814,sha_round_1,
european,cpp,none,5000,n2d-standard-4,0.06142260000387977,sha_round_1,
european,cpp,none,5000,n2d-standard-4,0.06142260000387977,sha_round_1,
european,cpp,none,5000,e2-standard-4,0.08339460000001964,sha_round_1,
european,cpp,none,5000,e2-standard-4,0.08339460000001964,sha_round_1,
european,cpu,none,5000,n2d-standard-4,0.14655159999961143,sha_round_1,
european,cpu,none,5000,e2-standard-8,0.15207339998823954,sha_round_1,
european,cpu,none,5000,e2-standard-8,0.16551420000041617,sha_round_1,
european,cpu,none,5000,e2-standard-8,0.16551420000041617,sha_round_1,
european,cpu,none,5000,t2d-standard-4,0.18028199999946537,sha_round_1,
european,cpu,none,5000,n2-standard-4,0.18431999999677373,sha_round_1,
european,cpu,none,5000,n2-standard-4,0.18431999999677373,sha_round_1,
european,cpu,none,5000,e2-standard-4,0.2158220000012534,sha_round_1,
european,cpu,none,5000,e2-standard-4,0.21715759999381135,sha_round_1,
european,cpu,none,5000,e2-standard-4,0.21715759999381135,sha_round_1,
european,jax,none,5000,c2d-standard-4,0.4281944000041449,sha_round_1,
european,jax,none,5000,c2d-standard-4,0.4306982000031212,sha_round_1,
european,jax,none,5000,t2d-standard-4,0.5418628000029457,sha_round_1,
european,jax,none,5000,t2d-standard-4,0.6176075999974273,sha_round_1,
european,jax,none,5000,t2d-standard-4,0.6176075999974273,sha_round_1,
european,jax,none,5000,n2d-standard-4,0.6794727999931638,sha_round_1,
european,jax,none,5000,e2-standard-8,0.7024471999983462,sha_round_1,
european,jax,none,5000,n2d-standard-4,0.7297880000010082,sha_round_1,
european,jax,none,5000,n2d-standard-4,0.7297880000010082,sha_round_1,
european,jax,none,5000,n2-standard-4,0.7704707999948823,sha_round_1,
european,jax,none,5000,e2-standard-4,0.8060075999992478,sha_round_1,
european,jax,none,5000,n2-standard-4,0.865957200005596,sha_round_1,
european,jax,none,5000,n2-standard-4,0.865957200005596,sha_round_1,
european,jax,none,5000,e2-standard-4,0.940145199999165,sha_round_1,
european,jax,none,5000,e2-standard-8,0.9964882000076613,sha_round_1,
european,cpp,none,25000,n2-standard-4,0.26896371428668836,sha_round_2,
european,cpu,none,25000,n2d-standard-4,0.4851271428581835,sha_round_2,
european,cpu,none,25000,e2-standard-8,0.49526685713528557,sha_round_2,
european,cpu,none,25000,t2d-standard-4,0.4968479999994153,sha_round_2,
european,jax,none,25000,c2d-standard-4,0.6394720000011083,sha_round_2,
european,jax,none,25000,c2d-standard-4,0.6644617142857864,sha_round_2,
european,cpu,none,25000,e2-standard-4,0.7365802857058108,sha_round_2,
european,jax,none,25000,n2d-standard-4,0.862860714294454,sha_round_2,
european,jax,none,25000,t2d-standard-4,0.8807970000037001,sha_round_2,
european,jax,none,25000,e2-standard-8,1.0911815714251816,sha_round_2,
european,jax,none,25000,n2-standard-4,1.2047505714280402,sha_round_2,
european,jax,none,25000,e2-standard-4,1.2357991428554473,sha_round_2,
european,jax,none,25000,e2-standard-8,1.5608050000050102,sha_round_2,
european,jax,none,25000,e2-standard-4,1.7235724285760463,sha_round_2,
european_local_vol,rust,none,1000,,5.095176999930118,,
european_local_vol,cpp,none,1000,,7.426610999573313,,
european_local_vol,jax,none,25000,,7.4746981998032425,,
european_local_vol,jax,none,1000,,10.009663499999988,,
european_local_vol,jax,none,1000,,10.205069999756233,,
european_local_vol,rust,none,50000,,12.775187142843995,,
european_local_vol,cpu,none,1000,,13.959129499880873,,
european_local_vol,cpu,none,1000,,15.999121000277228,,
european_local_vol,cpp,none,50000,,17.553552142739395,,
european_local_vol,jax,reverse,25000,,18.60529800032964,,
european_local_vol,jax,none,50000,,20.538191999678798,,
european_local_vol,jax,reverse,1000,,23.859394999817596,,
european_local_vol,jax,reverse,1000,,24.229495499980658,,
european_local_vol,jax,none,25000,,28.67228699979023,,
european_local_vol,jax,forward,1000,,41.844230000037896,,
european_local_vol,jax,none,5000,,42.420804142758634,,
european_local_vol,jax,forward,1000,,45.499030999963,,
european_local_vol,rust,none,50000,,49.86872699997288,,
european_local_vol,jax,forward,25000,,50.13446059983835,,
european_local_vol,rust,none,10000,,57.304260285751035,,
european_local_vol,jax,none,50000,,61.707065428631076,,
european_local_vol,cpp,none,50000,,66.69018385725524,,
european_local_vol,cpp,none,10000,,69.82895185722425,,
european_local_vol,jax,none,25000,,72.55212479994952,,
european_local_vol,jax,reverse,25000,,73.86458600012702,,
european_local_vol,jax,none,10000,,87.47318859996085,,
european_local_vol,jax,reverse,5000,,90.34667485736593,,
european_local_vol,jax,none,10000,,93.37915385705335,,
european_local_vol,jax,none,10000,,98.76032471428127,,
european_local_vol,cpu,none,10000,,100.66389414259902,,
european_local_vol,cpu,none,10000,,114.55702280004516,,
european_local_vol,rust,none,25000,,122.05195642841967,,
european_local_vol,rust,none,50000,,132.26383099988328,,
european_local_vol,jax,none,25000,,152.39335259993823,,
european_local_vol,jax,none,25000,,156.72099239982344,,
european_local_vol,cpp,none,25000,,158.8224934284881,,
european_local_vol,jax,none,25000,,166.07530185709558,,
european_local_vol,cpp,none,50000,,170.19224614289539,,
european_local_vol,jax,none,50000,,171.39924971408098,,
european_local_vol,jax,reverse,10000,,179.35926585713398,,
european_local_vol,jax,reverse,25000,,186.93204499995772,,
european_local_vol,jax,reverse,10000,,190.97021939992374,,
european_local_vol,jax,none,25000,,199.5782585714291,,
european_local_vol,jax,forward,25000,,203.33318159991904,,
european_local_vol,jax,forward,5000,,210.41767699989578,,
european_local_vol,rust,none,50000,,239.27420128568752,,
european_local_vol,cpu,none,25000,,255.7871315713263,,
european_local_vol,rust,none,50000,,256.0670434286294,,
european_local_vol,jax,none,50000,,314.9392134286505,,
european_local_vol,jax,none,50000,,315.15418180006236,,
european_local_vol,jax,none,50000,,316.1598511998818,,
european_local_vol,jax,none,50000,,318.13617257155005,,
european_local_vol,jax,none,50000,,322.28466679998746,,
european_local_vol,jax,none,50000,,323.9684942855092,,
european_local_vol,jax,none,50000,,325.46651842845415,,
european_local_vol,cpp,none,50000,,327.91096671423605,,
european_local_vol,cpp,none,50000,,328.01733842851326,,
european_local_vol,jax,none,25000,,329.52283159993385,,
european_local_vol,jax,none,25000,,334.4965674001287,,
european_local_vol,cpp,none,50000,,338.5677401429348,,
european_local_vol,jax,none,50000,,339.337806857007,,
european_local_vol,jax,none,50000,,340.94695271440804,,
european_local_vol,cpp,none,50000,,341.15999714283265,,
european_local_vol,cpp,none,50000,,347.7610767141804,,
european_local_vol,jax,reverse,25000,,372.39787399994384,,
european_local_vol,jax,reverse,25000,,373.7697901430823,,
european_local_vol,jax,reverse,25000,,380.10665779984265,,
european_local_vol,jax,forward,10000,,435.0371969999742,,
european_local_vol,jax,forward,10000,,437.0419698569614,,
european_local_vol,rust,none,100000,,486.25776560002123,,
european_local_vol,rust,none,100000,,488.1029537998984,,
european_local_vol,rust,none,100000,,497.05149114275366,,
european_local_vol,cpu,none,50000,,501.54032571429394,,
european_local_vol,jax,forward,25000,,504.74840520018915,,
european_local_vol,rust,none,50000,,519.4284400001509,,
european_local_vol,cpu,none,50000,,559.3194634000156,,
european_local_vol,jax,none,100000,,629.473449599891,,
european_local_vol,cpp,none,100000,,629.8642689998815,,
european_local_vol,jax,none,100000,,629.936148285846,,
european_local_vol,cpp,none,100000,,632.7069194001069,,
european_local_vol,cpp,none,50000,,633.1583072856769,,
european_local_vol,cpp,none,100000,,633.3619265713943,,
european_local_vol,jax,none,100000,,637.5120628001241,,
european_local_vol,jax,none,100000,,642.4102657998446,,
european_local_vol,jax,none,100000,,642.684950599687,,
european_local_vol,jax,none,100000,,644.056974857319,,
european_local_vol,jax,none,50000,,647.6180463998389,,
european_local_vol,jax,none,50000,,648.697175856926,,
european_local_vol,jax,reverse,50000,,649.4114357998114,,
european_local_vol,jax,none,100000,,650.8254022002802,,
european_local_vol,jax,reverse,50000,,654.6392208573317,,
european_local_vol,jax,none,100000,,657.861085399918,,
european_local_vol,jax,reverse,50000,,663.3688247142605,,
european_local_vol,jax,reverse,50000,,669.8663948571785,,
european_local_vol,jax,none,100000,,675.0372919997972,,
european_local_vol,jax,reverse,50000,,682.3784087143524,,
european_local_vol,jax,reverse,25000,,738.4210779999194,,
european_local_vol,jax,reverse,25000,,754.8450841997692,,
european_local_vol,jax,reverse,50000,,784.0448781999839,,
european_local_vol,rust,none,50000,,893.5947918000238,,
european_local_vol,rust,none,100000,,900.0420344000304,,
european_local_vol,rust,none,100000,,913.3927367996876,,
european_local_vol,jax,forward,25000,,961.799721999887,,
european_local_vol,cpp,none,50000,,961.8084953999642,,
european_local_vol,rust,none,200000,,969.9807929999224,,
european_local_vol,cpp,none,100000,,973.8668684001823,,
european_local_vol,jax,forward,25000,,974.6306375998756,,
european_local_vol,cpp,none,100000,,975.2098519998981,,
european_local_vol,jax,forward,25000,,985.6953071430326,,
european_local_vol,cpu,none,100000,,995.3763525714488,,
european_local_vol,cpu,none,100000,,1008.1464273999701,,
european_local_vol,rust,none,250000,,1227.653461857179,,
european_local_vol,cpp,none,200000,,1238.6946654001804,,
european_local_vol,jax,none,100000,,1239.6187372001805,,
european_local_vol,jax,none,200000,,1252.036243800103,,
european_local_vol,jax,reverse,100000,,1275.2944594002201,,
european_local_vol,jax,reverse,50000,,1310.9188038000866,,
european_local_vol,jax,reverse,100000,,1311.9540511430127,,
european_local_vol,jax,reverse,100000,,1332.9063098000915,,
european_local_vol,jax,reverse,100000,,1503.485159999991,,
european_local_vol,jax,forward,50000,,1511.258251714415,,
european_local_vol,jax,forward,50000,,1515.6985413999791,,
european_local_vol,jax,none,250000,,1527.865746399948,,
european_local_vol,jax,forward,50000,,1539.4094845999916,,
european_local_vol,jax,none,250000,,1558.154557142838,,
european_local_vol,jax,none,250000,,1558.3245108572166,,
european_local_vol,cpp,none,250000,,1620.9604538571512,,
european_local_vol,rust,none,100000,,1787.2574488001192,,
european_local_vol,jax,forward,25000,,1901.4949376000004,,
european_local_vol,cpp,none,100000,,1944.4323001998782,,
european_local_vol,jax,forward,25000,,1979.6349022000868,,
european_local_vol,rust,none,500000,,2422.1950836666415,,
european_local_vol,rust,none,500000,,2439.5977688570515,,
european_local_vol,cpu,none,250000,,2448.3271087141734,,
european_local_vol,jax,reverse,100000,,2595.081101999858,,
european_local_vol,jax,forward,100000,,2850.106509399984,,
european_local_vol,jax,forward,50000,,3006.0401000002457,,
european_local_vol,cpp,none,500000,,3062.6414965714243,,
european_local_vol,cpp,none,500000,,3099.26238800017,,
european_local_vol,jax,none,250000,,3102.3130154000683,,
european_local_vol,jax,forward,100000,,3103.6315758003184,,
european_local_vol,jax,none,500000,,3103.7386431428654,,
european_local_vol,jax,forward,100000,,3121.296381428562,,
european_local_vol,jax,reverse,250000,,3573.4519451998494,,
european_local_vol,jax,reverse,250000,,3627.0410071431666,,
european_local_vol,cpu,none,500000,,5022.383864142545,,
european_local_vol,rust,none,1000000,,5028.331154333197,,
european_local_vol,jax,forward,100000,,6101.8701308001255,,
european_local_vol,jax,forward,250000,,6252.3898927143555,,
european_local_vol,jax,forward,250000,,6278.736117999688,,
european_local_vol,cpp,none,1000000,,6362.970342999991,,
european_local_vol,jax,reverse,500000,,6878.318234333467,,
european_local_vol,jax,forward,250000,,12392.933222600186,,
european_local_vol,rust,none,10000,e2-standard-8,23.652395199997045,full,selected_both
european_local_vol,cpp,none,10000,e2-standard-8,29.304585199997746,full,selected_both
european_local_vol,rust,none,10000,c2d-standard-4,42.78775079999946,full,selected_both
european_local_vol,rust,none,10000,t2d-standard-4,44.304836200007,full,selected_both
european_local_vol,rust,none,10000,n2d-standard-4,45.76866939999604,full,selected_both
european_local_vol,cpp,none,10000,t2d-standard-4,47.09472439999445,full,selected_both
european_local_vol,rust,none,10000,n2-standard-4,49.244943599990165,full,selected_both
european_local_vol,rust,none,10000,,49.447168199912994,full,selected
european_local_vol,cpp,none,10000,c2d-standard-4,53.52252280000016,full,selected_both
european_local_vol,cpp,none,10000,n2d-standard-4,57.7081354000029,full,selected_both
european_local_vol,cpp,none,10000,n2-standard-4,60.3510263999965,full,selected_both
european_local_vol,cpp,none,10000,,60.83712219997324,full,selected
european_local_vol,rust,none,10000,e2-standard-4,62.00816840000698,full,selected_both
european_local_vol,cpu,none,10000,n2-standard-4,75.36376119999204,full,selected_old
european_local_vol,jax,none,10000,c2d-standard-4,75.40125559999638,full,selected_both
european_local_vol,jax,none,10000,c2d-standard-4,76.66052639999634,full,selected_both
european_local_vol,cpu,none,10000,n2-standard-4,76.73185400000193,full,selected_old
european_local_vol,cpp,none,10000,e2-standard-4,81.50373180001225,full,selected_both
european_local_vol,jax,none,10000,t2d-standard-4,81.67199099999891,full,selected_both
european_local_vol,jax,none,10000,t2d-standard-4,82.5477142000068,full,selected_both
european_local_vol,jax,none,10000,e2-standard-8,82.78225999999904,full,selected_both
european_local_vol,jax,none,10000,e2-standard-8,83.39405719999888,full,selected_both
european_local_vol,jax,none,10000,t2d-standard-4,84.96479060000297,full,selected
european_local_vol,jax,none,10000,e2-standard-8,86.86433199999328,full,selected_both
european_local_vol,jax,none,10000,,87.03780519995234,full,selected
european_local_vol,jax,none,10000,n2d-standard-4,88.76387640000019,full,selected_both
european_local_vol,cpu,none,10000,c2d-standard-4,89.09651580000002,full,selected_old
european_local_vol,jax,none,10000,n2d-standard-4,91.9006338000031,full,selected_both
european_local_vol,cpu,none,10000,c2d-standard-4,93.7089157999992,full,selected_old
european_local_vol,cpu,none,10000,t2d-standard-4,97.23356499999909,full,selected_old
european_local_vol,cpu,none,10000,n2d-standard-4,97.61845559999927,full,selected_old
european_local_vol,cpu,none,10000,t2d-standard-4,98.16960119999862,full,selected_old
european_local_vol,cpu,none,10000,n2d-standard-4,98.77228000000287,full,selected_old
european_local_vol,cpu,none,10000,e2-standard-8,98.87093979999975,full,selected_old
european_local_vol,cpu,none,10000,t2d-standard-4,99.34618340000725,full,selected
european_local_vol,cpu,none,10000,e2-standard-8,99.34870440000054,full,selected_old
european_local_vol,cpu,none,10000,,102.57394739992378,full,selected
european_local_vol,cpu,none,10000,e2-standard-8,105.27812760000188,full,selected_old
european_local_vol,jax,none,10000,n2-standard-4,115.12066999999888,full,selected_both
european_local_vol,rust,none,50000,e2-standard-8,116.44392899999048,full,selected_both
european_local_vol,jax,none,10000,n2-standard-4,116.9850092000047,full,selected_both
european_local_vol,jax,none,10000,e2-standard-8,117.80194599999163,full,selected
european_local_vol,jax,none,10000,e2-standard-4,137.96244819999401,full,selected_both
european_local_vol,jax,none,10000,e2-standard-4,141.198534199998,full,selected_both
european_local_vol,cpu,none,10000,e2-standard-8,146.17425780000417,full,selected
european_local_vol,cpp,none,50000,e2-standard-8,146.44596520000164,full,selected_both
european_local_vol,cpu,none,10000,e2-standard-4,146.84535099999607,full,selected_old
european_local_vol,jax,none,10000,e2-standard-4,147.19900759999973,full,selected_both
european_local_vol,cpu,none,10000,e2-standard-4,149.60393679999697,full,selected_old
european_local_vol,cpu,none,10000,e2-standard-4,151.77604360000316,full,selected_old
european_local_vol,jax,reverse,10000,c2d-standard-4,158.77302540000073,full,full_grid_only
european_local_vol,jax,reverse,10000,c2d-standard-4,159.2841662000012,full,full_grid_only
european_local_vol,jax,reverse,10000,t2d-standard-4,168.1378038000048,full,full_grid_only
european_local_vol,jax,reverse,10000,t2d-standard-4,170.92355839999414,full,full_grid_only
european_local_vol,jax,reverse,10000,e2-standard-8,175.17208239999604,full,full_grid_only
european_local_vol,jax,reverse,10000,e2-standard-8,175.74033739999777,full,full_grid_only
european_local_vol,jax,reverse,10000,n2d-standard-4,179.51212039999973,full,full_grid_only
european_local_vol,jax,reverse,10000,e2-standard-8,179.5297135999931,full,full_grid_only
european_local_vol,jax,reverse,10000,t2d-standard-4,179.88432139998167,full,full_grid_only
european_local_vol,jax,reverse,10000,n2d-standard-4,193.43511839999792,full,full_grid_only
european_local_vol,jax,reverse,10000,,208.020392599974,full,full_grid_only
european_local_vol,jax,none,50000,e2-standard-8,212.6967155999978,full,selected_both
european_local_vol,rust,none,50000,c2d-standard-4,213.11264599999618,full,selected_both
european_local_vol,jax,none,50000,e2-standard-8,213.4851464000036,full,selected_both
european_local_vol,rust,none,50000,t2d-standard-4,221.8581257999915,full,selected_both
european_local_vol,jax,none,50000,e2-standard-8,223.57197659999883,full,selected_both
european_local_vol,rust,none,50000,n2d-standard-4,229.9233720000018,full,selected_both
european_local_vol,cpp,none,50000,t2d-standard-4,235.75622980000617,full,selected_both
european_local_vol,rust,none,100000,e2-standard-8,235.84706520001646,full,selected_both
european_local_vol,rust,none,50000,,244.04222620000837,full,selected
european_local_vol,rust,none,50000,n2-standard-4,244.16872880000255,full,selected_both
european_local_vol,jax,none,50000,c2d-standard-4,265.7892861999983,full,selected_both
european_local_vol,jax,reverse,10000,e2-standard-8,267.83013239999036,full,full_grid_only
european_local_vol,cpp,none,50000,c2d-standard-4,267.85479199999713,full,selected_both
european_local_vol,jax,none,50000,t2d-standard-4,272.32530760000486,full,selected_both
european_local_vol,jax,none,50000,t2d-standard-4,272.3555531999921,full,selected
european_local_vol,jax,reverse,10000,n2-standard-4,275.3067910000084,full,full_grid_only
european_local_vol,jax,reverse,10000,n2-standard-4,277.0405930000038,full,full_grid_only
european_local_vol,jax,none,50000,c2d-standard-4,277.08741479999617,full,selected_both
european_local_vol,jax,none,50000,t2d-standard-4,279.63778979999745,full,selected_both
european_local_vol,cpp,none,50000,n2d-standard-4,286.7542743999934,full,selected_both
european_local_vol,cpp,none,100000,e2-standard-8,293.7971839999932,full,selected_both
european_local_vol,jax,none,50000,n2d-standard-4,298.2246105999991,full,selected_both
european_local_vol,cpp,none,50000,n2-standard-4,301.26760800000056,full,selected_both
european_local_vol,jax,none,50000,e2-standard-8,303.07332120000865,full,selected
european_local_vol,rust,none,50000,e2-standard-4,309.61956540000983,full,selected_both
european_local_vol,jax,reverse,10000,e2-standard-4,312.194283000008,full,full_grid_only
european_local_vol,jax,reverse,10000,e2-standard-4,318.0809332000024,full,full_grid_only
european_local_vol,jax,reverse,10000,e2-standard-4,320.0406897999983,full,full_grid_only
european_local_vol,jax,none,50000,n2d-standard-4,344.3444432000035,full,selected_both
european_local_vol,jax,none,50000,,364.3171082000208,full,selected
european_local_vol,cpp,none,50000,,382.1981216000495,full,selected
european_local_vol,jax,forward,10000,c2d-standard-4,389.74355919999937,full,full_grid_only
european_local_vol,jax,none,100000,e2-standard-8,394.1426696000008,full,selected_both
european_local_vol,jax,forward,10000,c2d-standard-4,396.164840199998,full,full_grid_only
european_local_vol,cpp,none,50000,e2-standard-4,407.85780559999694,full,selected_both
european_local_vol,jax,none,100000,e2-standard-8,409.91793540000003,full,selected_both
european_local_vol,jax,none,100000,e2-standard-8,411.3388375999989,full,selected_both
european_local_vol,jax,none,50000,n2-standard-4,422.33599920000415,full,selected_both
european_local_vol,rust,none,100000,c2d-standard-4,426.10431719999724,full,selected_both
european_local_vol,jax,none,50000,n2-standard-4,429.3024722000041,full,selected_both
european_local_vol,jax,forward,10000,t2d-standard-4,430.43334500000014,full,full_grid_only
european_local_vol,jax,forward,10000,t2d-standard-4,432.7253133999932,full,full_grid_only
european_local_vol,jax,forward,10000,,442.56623279998166,full,full_grid_only
european_local_vol,rust,none,100000,t2d-standard-4,443.5217996000006,full,selected_both
european_local_vol,jax,forward,10000,t2d-standard-4,452.0509337999897,full,full_grid_only
european_local_vol,rust,none,100000,n2d-standard-4,456.9926136000049,full,selected_both
european_local_vol,jax,forward,10000,e2-standard-8,459.87794399998734,full,full_grid_only
european_local_vol,jax,forward,10000,e2-standard-8,463.03726919999804,full,full_grid_only
european_local_vol,jax,forward,10000,e2-standard-8,464.3734565999978,full,full_grid_only
european_local_vol,jax,forward,10000,n2d-standard-4,464.98886239999706,full,full_grid_only
european_local_vol,jax,forward,10000,n2d-standard-4,465.2951146000021,full,full_grid_only
european_local_vol,cpp,none,100000,t2d-standard-4,471.1053092000043,full,selected_both
european_local_vol,jax,none,50000,e2-standard-4,483.3384775999946,full,selected_both
european_local_vol,rust,none,100000,n2-standard-4,488.0896415999928,full,selected_both
european_local_vol,cpu,none,50000,,512.7442810000048,full,selected
european_local_vol,jax,none,50000,e2-standard-4,513.313384599985,full,selected_both
european_local_vol,jax,none,50000,e2-standard-4,520.4722449999963,full,selected_both
european_local_vol,jax,none,100000,t2d-standard-4,525.0026113999922,full,selected_both
european_local_vol,jax,none,100000,c2d-standard-4,526.980809600002,full,selected_both
european_local_vol,cpu,none,50000,n2-standard-4,530.3542577999963,full,selected_old
european_local_vol,cpu,none,50000,n2-standard-4,531.6868795999881,full,selected_old
european_local_vol,cpp,none,100000,c2d-standard-4,534.6423386000026,full,selected_both
european_local_vol,jax,none,100000,t2d-standard-4,539.371798000002,full,selected_both
european_local_vol,cpu,none,50000,c2d-standard-4,540.4553000000021,full,selected_old
european_local_vol,jax,none,100000,t2d-standard-4,541.2893680000082,full,selected
european_local_vol,cpu,none,50000,c2d-standard-4,547.7935179999946,full,selected_old
european_local_vol,rust,none,100000,,550.7693299999573,full,selected
european_local_vol,jax,none,100000,c2d-standard-4,553.3682641999974,full,selected_both
european_local_vol,jax,reverse,50000,c2d-standard-4,567.2844961999942,full,full_grid_only
european_local_vol,cpu,none,50000,t2d-standard-4,573.2486912000013,full,selected
european_local_vol,cpp,none,100000,n2d-standard-4,574.2579019999937,full,selected_both
european_local_vol,cpu,none,50000,t2d-standard-4,584.9927882000003,full,selected_old
european_local_vol,cpu,none,50000,t2d-standard-4,587.8625143999983,full,selected_old
european_local_vol,cpu,none,50000,n2d-standard-4,590.5936991999937,full,selected_old
european_local_vol,jax,none,100000,e2-standard-8,591.5479638000022,full,selected
european_local_vol,cpu,none,50000,e2-standard-8,598.1530291999945,full,selected_old
european_local_vol,jax,none,100000,n2d-standard-4,598.5918717999994,full,selected_both
european_local_vol,cpp,none,100000,n2-standard-4,601.8136615999879,full,selected_both
european_local_vol,cpu,none,50000,e2-standard-8,602.0974937999995,full,selected_old
european_local_vol,cpu,none,50000,n2d-standard-4,602.6364146000049,full,selected_old
european_local_vol,jax,reverse,50000,t2d-standard-4,608.9543959999958,full,full_grid_only
european_local_vol,rust,none,100000,e2-standard-4,617.4959048000005,full,selected_both
european_local_vol,jax,reverse,50000,e2-standard-8,627.2173181999904,full,full_grid_only
european_local_vol,jax,reverse,50000,c2d-standard-4,629.2654260000006,full,full_grid_only
european_local_vol,jax,reverse,50000,t2d-standard-4,630.6394190000049,full,full_grid_only
european_local_vol,jax,reverse,50000,e2-standard-8,631.6915384000083,full,full_grid_only
european_local_vol,jax,reverse,50000,e2-standard-8,640.1567926000041,full,full_grid_only
european_local_vol,jax,forward,10000,e2-standard-8,641.8219003999923,full,full_grid_only
european_local_vol,jax,forward,10000,n2-standard-4,646.5268576000085,full,full_grid_only
european_local_vol,jax,forward,10000,n2-standard-4,651.3625176000062,full,full_grid_only
european_local_vol,jax,forward,10000,e2-standard-4,667.4451516000033,full,full_grid_only
european_local_vol,cpp,none,100000,,667.8773445999013,full,selected
european_local_vol,jax,none,100000,,674.3379345999983,full,selected
european_local_vol,cpu,none,50000,e2-standard-8,674.4430869999974,full,selected_old
european_local_vol,jax,none,100000,n2d-standard-4,677.2394727999881,full,selected_both
european_local_vol,jax,reverse,50000,t2d-standard-4,682.7356899999927,full,full_grid_only
european_local_vol,jax,forward,10000,e2-standard-4,690.6052094000074,full,full_grid_only
european_local_vol,jax,reverse,50000,n2d-standard-4,697.4506590000033,full,full_grid_only
european_local_vol,jax,forward,10000,e2-standard-4,704.2400982000004,full,full_grid_only
european_local_vol,jax,reverse,50000,n2d-standard-4,767.371840200002,full,full_grid_only
european_local_vol,jax,reverse,50000,,810.9627596000337,full,full_grid_only
european_local_vol,cpp,none,100000,e2-standard-4,813.5903861999964,full,selected_both
european_local_vol,jax,reverse,50000,e2-standard-8,820.8376066000028,full,full_grid_only
european_local_vol,jax,none,100000,n2-standard-4,851.7035842000041,full,selected_both
european_local_vol,cpu,none,50000,e2-standard-8,857.8078099999914,full,selected
european_local_vol,jax,none,100000,n2-standard-4,861.1901832000001,full,selected_both
european_local_vol,cpu,none,50000,e2-standard-4,892.6201830000082,full,selected_old
european_local_vol,cpu,none,50000,e2-standard-4,926.6867396000009,full,selected_old
european_local_vol,jax,none,100000,e2-standard-4,966.8408193999994,full,selected_both
european_local_vol,cpu,none,50000,e2-standard-4,970.4661018000024,full,selected_old
european_local_vol,cpu,none,100000,c2d-standard-4,970.7988184000044,full,selected_old
european_local_vol,cpu,none,100000,c2d-standard-4,989.0713619999957,full,selected_old
european_local_vol,cpu,none,100000,n2-standard-4,998.2808390000002,full,selected_old
european_local_vol,cpu,none,100000,,1004.5663428000353,full,selected
european_local_vol,cpu,none,100000,n2-standard-4,1018.3682149999925,full,selected_old
european_local_vol,jax,none,100000,e2-standard-4,1050.0758539999936,full,selected_both
european_local_vol,cpu,none,100000,t2d-standard-4,1064.8933873999993,full,selected_old
european_local_vol,cpu,none,100000,t2d-standard-4,1071.7370568000092,full,selected
european_local_vol,cpu,none,100000,n2d-standard-4,1073.457731800005,full,selected_old
european_local_vol,jax,none,100000,e2-standard-4,1079.5051062000027,full,selected_both
european_local_vol,cpu,none,100000,e2-standard-8,1084.487744400002,full,selected_old
european_local_vol,cpu,none,100000,n2d-standard-4,1097.1130409999944,full,selected_old
european_local_vol,cpu,none,100000,e2-standard-8,1105.8294481999978,full,selected_old
european_local_vol,cpu,none,100000,t2d-standard-4,1108.5191484000063,full,selected_old
european_local_vol,jax,reverse,100000,c2d-standard-4,1120.6683401999953,full,full_grid_only
european_local_vol,jax,reverse,100000,e2-standard-8,1145.5516524000018,full,full_grid_only
european_local_vol,jax,reverse,50000,n2-standard-4,1156.0407396000073,full,full_grid_only
european_local_vol,jax,reverse,50000,n2-standard-4,1156.830668200007,full,full_grid_only
european_local_vol,jax,reverse,100000,t2d-standard-4,1159.8857141999986,full,full_grid_only
european_local_vol,jax,reverse,100000,e2-standard-8,1170.4619573999935,full,full_grid_only
