workload_type,engine,ad_mode,M,instance_type,mean_runtime_ms,profiler_phase,profiler_decision
european,jax,none,10000,,0.5378628000471508,,
european,jax,none,10000,,0.5591757143130442,,
european,jax,none,5000,,0.5665513999701943,,
european,jax,none,10000,,0.5735064286065088,,
european,jax,none,10000,,0.574542199865391,,
european,cpu,none,10000,,0.5769657999280753,,
european,jax,none,10000,,0.5822767998324707,,
european,jax,none,20000,,0.696472199888376,,
european,jax,none,10000,,0.799038799959817,,
european,jax,none,40000,,0.806866600032663,,
european,cpu,none,,,0.8301442000174575,,
european,jax,none,50000,,0.8521146000020963,,
european,jax,none,50000,,0.8695439999428345,,
european,jax,none,50000,,0.8855793999828165,,
european,jax,none,50000,,0.8969413999693643,,
european,cpu,none,50000,,0.9475242000917206,,
european,jax,none,50000,,0.9598405999895476,,
european,cpu,none,50000,,0.9952643999895372,,
european,cpp,none,50000,,1.0580082001069968,,
european,cpp,none,100000,,1.0697523999624536,,
european,jax,none,50000,,1.1731680000139022,,
european,jax,none,50000,,1.2272362000658177,,
european,jax,none,100000,,1.284810600009223,,
european,jax,none,100000,,1.2951161999808392,,
european,jax,none,100000,,1.43940060006571,,
european,cpp,none,100000,,1.538058999904024,,
european,cpp,none,50000,,1.546883799983334,,
european,jax,forward,1000,,1.7236375000493354,,
european,jax,forward,1000,,1.7317570000159321,,
european,cpp,none,50000,,1.7481229999248171,,
european,jax,none,100000,,1.805129800004579,,
european,cpu,none,100000,,1.851855200038699,,
european,jax,forward,5000,,1.8805653999152128,,
european,jax,none,200000,,1.898102200084395,,
european,jax,forward,10000,,1.925636399846553,,
european,jax,forward,10000,,2.141345000063666,,
european,jax,forward,50000,,2.2324610000396206,,
european,jax,reverse,1000,,2.2753074001229834,,
european,jax,reverse,5000,,2.290407799955574,,
european,jax,none,250000,,2.339414600010059,,
european,jax,none,250000,,2.34609700000874,,
european,jax,reverse,10000,,2.359233800052607,,
european,jax,reverse,10000,,2.4612242000330298,,
european,jax,reverse,1000,,2.4712055001145927,,
european,jax,forward,50000,,2.7615648000391957,,
european,jax,reverse,50000,,2.7871274000972335,,
european,jax,reverse,1000,,2.8295270000171513,,
european,jax,forward,100000,,3.027758600001107,,
european,jax,reverse,50000,,3.125795999994807,,
european,jax,reverse,100000,,3.264419799870666,,
european,jax,none,250000,,3.2772988000033365,,
european,jax,forward,1000,,3.32356319995597,,
european,cpu,none,100000,,3.9104829999814683,,
european,cpp,none,200000,,3.923866399964027,,
european,jax,reverse,100000,,3.9401590000124997,,
european,cpp,none,250000,,4.183365999961097,,
european,cpp,none,250000,,4.31199579998065,,
european,jax,forward,100000,,5.129987000054825,,
european,cpp,none,250000,,9.894366200114746,,
european,cpp,none,10000,t2d-standard-4,0.06637099999977636,full,selected_both
european,cpp,none,10000,e2-standard-8,0.06707260000098358,full,selected_both
european,cpp,none,10000,n2d-standard-4,0.09714920000760685,full,selected_both
european,rust,none,10000,t2d-standard-4,0.09886359999597971,full,selected_both
european,cpp,none,10000,c2d-standard-4,0.10292060000551828,full,selected_both
european,cpp,none,10000,,0.10389820004093053,full,selected
european,cpp,none,10000,n2-standard-4,0.11159219999399284,full,selected_both
european,rust,none,10000,n2-standard-4,0.1559818000089308,full,selected_old
european,cpp,none,10000,e2-standard-4,0.15900960000294617,full,selected_both
european,rust,none,10000,,0.18341999998483516,full,selected
european,cpu,none,10000,c2d-standard-4,0.1929541999970752,full,selected_old
european,cpu,none,10000,c2d-standard-4,0.19745000000170876,full,selected_old
european,cpu,none,10000,n2d-standard-4,0.20756940000126178,full,selected_both
european,rust,none,50000,t2d-standard-4,0.21319839999875967,full,selected_both
european,cpu,none,10000,t2d-standard-4,0.2163556000027711,full,selected_old
european,cpu,none,10000,e2-standard-8,0.2180320000093161,full,selected_both
european,cpu,none,10000,t2d-standard-4,0.22381599999619084,full,selected_both
european,rust,none,10000,e2-standard-4,0.22393819999706466,full,selected_old
european,cpu,none,10000,e2-standard-8,0.22404819999906067,full,selected_both
european,cpu,none,10000,e2-standard-8,0.22564940000506795,full,selected_old
european,cpu,none,10000,n2d-standard-4,0.22893680000493077,full,selected_old
european,cpu,none,10000,t2d-standard-4,0.23731679999627886,full,selected
european,rust,none,10000,n2d-standard-4,0.24778920000017024,full,selected_old
european,rust,none,50000,c2d-standard-4,0.2573135999995202,full,selected_old
european,cpu,none,10000,n2-standard-4,0.2832776000019521,full,selected_both
european,rust,none,10000,e2-standard-8,0.2908577999960471,full,selected_old
european,cpu,none,10000,n2-standard-4,0.2961694000020998,full,selected_old
european,rust,none,50000,n2d-standard-4,0.2986591999956545,full,selected_old
european,rust,none,50000,,0.3019728000253963,full,selected
european,rust,none,100000,t2d-standard-4,0.30942820000063875,full,selected_both
european,cpu,none,10000,e2-standard-4,0.3314395999950648,full,selected_old
european,cpu,none,10000,e2-standard-8,0.3336541999999554,full,selected
european,cpu,none,10000,e2-standard-4,0.33370699999863973,full,selected_both
european,cpu,none,10000,,0.33778820002225984,full,selected
european,cpp,none,50000,e2-standard-8,0.3451385999937884,full,selected_both
european,cpp,none,50000,t2d-standard-4,0.34543079999878046,full,selected_both
european,rust,none,50000,n2-standard-4,0.348988000001782,full,selected_old
european,cpu,none,10000,e2-standard-4,0.35362119999717834,full,selected_both
european,rust,none,50000,e2-standard-8,0.3889895999975579,full,selected_old
european,rust,none,50000,e2-standard-4,0.424813200004337,full,selected_old
european,rust,none,100000,c2d-standard-4,0.4285812000034639,full,selected_old
european,rust,none,10000,c2d-standard-4,0.43045540000150595,full,selected_old
european,jax,none,10000,c2d-standard-4,0.46645039999759774,full,selected_both
european,jax,none,10000,c2d-standard-4,0.4761525999981586,full,selected_both
european,rust,none,100000,,0.49897259996214416,full,selected
european,cpp,none,50000,c2d-standard-4,0.4995526000016071,full,selected_both
european,rust,none,100000,e2-standard-8,0.5296030000067731,full,selected_old
european,cpp,none,50000,n2d-standard-4,0.5359096000006502,full,selected_both
european,cpp,none,50000,n2-standard-4,0.5400150000014037,full,selected_both
european,cpp,none,100000,e2-standard-8,0.5533639999953266,full,selected_both
european,rust,none,100000,n2d-standard-4,0.5548498000052859,full,selected_old
european,rust,none,100000,n2-standard-4,0.5590269999913744,full,selected_old
european,jax,none,10000,t2d-standard-4,0.5602824000021656,full,selected_old
european,jax,none,10000,t2d-standard-4,0.6026826000010033,full,selected_both
european,jax,none,10000,,0.6224266000117495,full,selected
european,cpp,none,50000,,0.6713740000122925,full,selected
european,rust,none,100000,e2-standard-4,0.6922854000094958,full,selected_old
european,cpp,none,100000,t2d-standard-4,0.7003676000010728,full,selected_both
european,cpp,none,50000,e2-standard-4,0.7851704000074733,full,selected_both
european,jax,none,10000,n2d-standard-4,0.7852899999988949,full,selected_old
european,jax,none,10000,e2-standard-8,0.7923135999931219,full,selected_both
european,jax,none,10000,t2d-standard-4,0.8170866000057231,full,selected
european,jax,none,10000,n2d-standard-4,0.8196116000021902,full,selected_both
european,jax,none,10000,n2-standard-4,0.8511893999951781,full,selected_both
european,cpu,none,50000,c2d-standard-4,0.89722219999544,full,selected_old
european,cpu,none,50000,c2d-standard-4,0.8978094000013925,full,selected_old
european,jax,none,50000,c2d-standard-4,0.9056388000033166,full,selected_both
european,jax,none,10000,e2-standard-8,0.9171187999982067,full,selected_both
european,jax,none,10000,e2-standard-4,0.9260131999951682,full,selected_both
european,jax,none,10000,e2-standard-8,0.931111199992074,full,selected
european,jax,none,10000,n2-standard-4,0.9463169999946786,full,selected_old
european,jax,none,50000,c2d-standard-4,0.9514196000054653,full,selected_both
european,cpu,none,50000,t2d-standard-4,0.9795067999959883,full,selected_old
european,cpu,none,50000,n2d-standard-4,0.9898808000002647,full,selected_both
european,cpu,none,50000,e2-standard-8,1.008345799999688,full,selected_both
european,cpp,none,100000,c2d-standard-4,1.015005400003588,full,selected_both
european,cpu,none,50000,t2d-standard-4,1.0234914000079698,full,selected
european,cpu,none,50000,e2-standard-8,1.0378901999956724,full,selected_both
european,cpu,none,50000,e2-standard-8,1.0484722000001057,full,selected_old
european,jax,none,10000,e2-standard-4,1.0552462000021023,full,selected_both
european,cpu,none,50000,t2d-standard-4,1.0649368000002823,full,selected_both
european,cpp,none,100000,n2-standard-4,1.0661419999905775,full,selected_both
european,cpp,none,100000,n2d-standard-4,1.071471600005225,full,selected_both
european,cpu,none,50000,n2d-standard-4,1.0775058000035642,full,selected_old
european,cpu,none,50000,,1.086165800006711,full,selected
european,jax,none,10000,e2-standard-8,1.0904127999992852,full,selected_old
european,cpp,none,100000,,1.111659200023496,full,selected
european,jax,none,10000,e2-standard-4,1.1279158000093048,full,selected_old
european,jax,none,50000,t2d-standard-4,1.1322766000006368,full,selected_both
european,jax,none,50000,n2d-standard-4,1.1557949999996708,full,selected_both
european,jax,none,50000,n2d-standard-4,1.1617924000006496,full,selected_old
european,jax,none,50000,t2d-standard-4,1.1753738000010117,full,selected_old
european,cpu,none,50000,n2-standard-4,1.183714399999758,full,selected_both
european,cpu,none,50000,n2-standard-4,1.1857904000009967,full,selected_old
european,jax,none,50000,t2d-standard-4,1.2274321999996118,full,selected
european,jax,none,50000,,1.3879705999897851,full,selected
european,jax,forward,10000,c2d-standard-4,1.431235600000491,full,full_grid_only
european,cpu,none,50000,e2-standard-4,1.451665999996976,full,selected_old
european,cpu,none,50000,e2-standard-8,1.4541987999962203,full,selected
european,jax,none,100000,c2d-standard-4,1.4686019999970767,full,selected_both
european,cpu,none,50000,e2-standard-4,1.5432140000029904,full,selected_both
european,cpp,none,100000,e2-standard-4,1.5615410000066277,full,selected_both
european,jax,none,50000,n2-standard-4,1.5828780000049392,full,selected_both
european,jax,none,100000,t2d-standard-4,1.6269829999970398,full,selected_both
european,jax,none,50000,n2-standard-4,1.668796400008432,full,selected_old
european,jax,forward,10000,t2d-standard-4,1.6764798000025394,full,full_grid_only
european,jax,none,50000,e2-standard-8,1.6778827999985424,full,selected_both
european,jax,none,50000,e2-standard-4,1.6861405999918588,full,selected_both
european,cpu,none,50000,e2-standard-4,1.6887349999961998,full,selected_both
european,cpu,none,100000,c2d-standard-4,1.6890758000016604,full,selected_old
european,jax,none,100000,t2d-standard-4,1.6954995999981293,full,selected_old
european,cpu,none,100000,c2d-standard-4,1.7017071999987365,full,selected_old
european,jax,none,50000,e2-standard-8,1.704138799999555,full,selected
european,jax,forward,10000,n2d-standard-4,1.7091361999973742,full,full_grid_only
european,jax,reverse,10000,c2d-standard-4,1.7238899999995283,full,full_grid_only
european,jax,forward,10000,t2d-standard-4,1.7765246000038815,full,full_grid_only
european,jax,forward,10000,c2d-standard-4,1.7931020000048647,full,full_grid_only
european,jax,none,100000,,1.8395945999145624,full,selected
european,cpu,none,100000,,1.8475773999853118,full,selected
european,cpu,none,100000,n2d-standard-4,1.8591596000021582,full,selected_both
european,cpu,none,100000,t2d-standard-4,1.8652588000009018,full,selected_old
european,cpu,none,100000,t2d-standard-4,1.8715095999993991,full,selected_both
european,jax,forward,10000,n2d-standard-4,1.8839133999961177,full,full_grid_only
european,cpu,none,100000,t2d-standard-4,1.895605799995792,full,selected
european,jax,reverse,10000,c2d-standard-4,1.9244860000014796,full,full_grid_only
european,cpu,none,100000,e2-standard-8,1.9395933999931003,full,selected_both
european,jax,forward,10000,t2d-standard-4,1.942413599988413,full,full_grid_only
european,jax,none,100000,c2d-standard-4,1.9875391999988776,full,selected_both
european,cpu,none,100000,n2-standard-4,1.9959388000046372,full,selected_both
european,cpu,none,100000,n2d-standard-4,2.007949400012876,full,selected_old
european,jax,reverse,10000,t2d-standard-4,2.021079000002146,full,full_grid_only
european,cpu,none,100000,n2-standard-4,2.047365200007789,full,selected_old
european,jax,none,50000,e2-standard-8,2.052179800000431,full,selected_both
european,jax,forward,10000,,2.0784859999821492,full,full_grid_only
european,cpu,none,100000,e2-standard-8,2.0794130000012956,full,selected_old
european,jax,none,100000,t2d-standard-4,2.1047312000007423,full,selected
european,jax,forward,50000,c2d-standard-4,2.1058209999978317,full,full_grid_only
european,jax,forward,50000,c2d-standard-4,2.1077648000016325,full,full_grid_only
european,jax,none,50000,e2-standard-8,2.1100368000077196,full,selected_old
european,jax,reverse,10000,t2d-standard-4,2.1463133999986894,full,full_grid_only
european,jax,reverse,10000,n2d-standard-4,2.163906600000587,full,full_grid_only
european,jax,forward,50000,t2d-standard-4,2.2280276000003596,full,full_grid_only
european,jax,none,50000,e2-standard-4,2.2392265999997107,full,selected_both
european,jax,reverse,10000,n2d-standard-4,2.26541099999622,full,full_grid_only
european,jax,none,50000,e2-standard-4,2.2702190000018163,full,selected_old
european,jax,forward,10000,e2-standard-8,2.297736200003442,full,full_grid_only
european,cpu,none,100000,e2-standard-8,2.3152259999989155,full,selected_both
european,jax,none,100000,e2-standard-8,2.374599799986754,full,selected
european,jax,none,100000,n2d-standard-4,2.375900199999137,full,selected_old
european,jax,reverse,50000,c2d-standard-4,2.4720189999982267,full,full_grid_only
european,jax,reverse,10000,e2-standard-8,2.479863999994336,full,full_grid_only
european,jax,forward,50000,t2d-standard-4,2.535096200003295,full,full_grid_only
european,jax,none,100000,e2-standard-8,2.5525384000019358,full,selected_both
european,jax,reverse,10000,,2.558452999937799,full,full_grid_only
european,jax,forward,10000,e2-standard-8,2.570468999994091,full,full_grid_only
european,jax,reverse,10000,t2d-standard-4,2.585292000003392,full,full_grid_only
european,jax,forward,10000,n2-standard-4,2.5883691999922576,full,full_grid_only
european,jax,none,100000,n2-standard-4,2.6348545999979933,full,selected_both
european,jax,none,100000,n2-standard-4,2.645591600003172,full,selected_old
european,jax,none,100000,n2d-standard-4,2.6646672000083527,full,selected_both
european,jax,forward,10000,e2-standard-8,2.676123800000596,full,full_grid_only
european,jax,forward,10000,e2-standard-4,2.7065684000035617,full,full_grid_only
european,jax,forward,10000,n2-standard-4,2.7139298000008694,full,full_grid_only
european,jax,none,100000,e2-standard-4,2.8105604000018047,full,selected_both
european,jax,reverse,50000,n2d-standard-4,2.824929999999881,full,full_grid_only
european,jax,forward,100000,c2d-standard-4,2.830325399997946,full,full_grid_only
european,cpu,none,100000,e2-standard-4,2.8337614000065514,full,selected_old
european,jax,reverse,10000,e2-standard-8,2.838879200004385,full,full_grid_only
european,jax,reverse,10000,n2-standard-4,2.8441274000101657,full,full_grid_only
european,jax,none,100000,e2-standard-8,2.863145399999212,full,selected_old
european,cpu,none,100000,e2-standard-8,2.8910949999954028,full,selected
european,jax,reverse,100000,c2d-standard-4,2.9387655999983053,full,full_grid_only
european,jax,reverse,10000,n2-standard-4,2.9489829999988615,full,full_grid_only
european,jax,forward,50000,,2.953336000064155,full,full_grid_only
european,jax,reverse,50000,c2d-standard-4,2.9815270000000282,full,full_grid_only
european,jax,forward,50000,n2d-standard-4,3.0198758000011594,full,full_grid_only
european,cpu,none,100000,e2-standard-4,3.029895600002419,full,selected_both
european,jax,forward,50000,t2d-standard-4,3.0754660000070544,full,full_grid_only
european,jax,reverse,10000,e2-standard-4,3.076043200002232,full,full_grid_only
european,jax,reverse,50000,t2d-standard-4,3.1522408000000723,full,full_grid_only
european,jax,forward,10000,e2-standard-8,3.157322800007023,full,full_grid_only
european,jax,reverse,50000,,3.203494000035789,full,full_grid_only
european,jax,reverse,50000,t2d-standard-4,3.2759883999972317,full,full_grid_only
european,jax,forward,100000,t2d-standard-4,3.2926440000011326,full,full_grid_only
european,jax,forward,10000,e2-standard-4,3.2964295999988735,full,full_grid_only
european,jax,forward,100000,t2d-standard-4,3.317790799999898,full,full_grid_only
european,jax,reverse,10000,e2-standard-8,3.36124859999245,full,full_grid_only
european,cpu,none,100000,e2-standard-4,3.3728935999960186,full,selected_both
european,jax,reverse,50000,t2d-standard-4,3.3940185999995265,full,full_grid_only
european,jax,forward,10000,e2-standard-4,3.423459800001183,full,full_grid_only
european,jax,forward,100000,n2d-standard-4,3.4386162000004106,full,full_grid_only
european,jax,forward,50000,n2-standard-4,3.445695599998544,full,full_grid_only
european,jax,reverse,100000,n2d-standard-4,3.4744495999973424,full,full_grid_only
european,jax,none,100000,e2-standard-8,3.5094233999927837,full,selected_both
european,jax,none,100000,e2-standard-4,3.5350023999995983,full,selected_both
european,jax,forward,50000,n2d-standard-4,3.583078200011869,full,full_grid_only
european,jax,reverse,50000,e2-standard-8,3.603817200001913,full,full_grid_only
european,jax,forward,50000,n2-standard-4,3.689484000005905,full,full_grid_only
european,jax,reverse,100000,t2d-standard-4,3.779570599996873,full,full_grid_only
european,jax,reverse,10000,e2-standard-8,3.791078000000425,full,full_grid_only
european,jax,forward,100000,,3.8220120000460156,full,full_grid_only
european,jax,forward,50000,e2-standard-8,3.838267199995471,full,full_grid_only
european,jax,none,100000,e2-standard-4,3.8429236000013134,full,selected_old
european,jax,reverse,100000,t2d-standard-4,3.8457622000038327,full,full_grid_only
european,jax,reverse,100000,c2d-standard-4,3.847043600001143,full,full_grid_only
european,jax,forward,50000,e2-standard-8,3.8762023999936446,full,full_grid_only
european,jax,forward,50000,e2-standard-8,3.8817481999984693,full,full_grid_only
european,jax,reverse,100000,,3.929388400001699,full,full_grid_only
european,jax,forward,50000,e2-standard-4,3.974237799997127,full,full_grid_only
european,jax,reverse,50000,n2-standard-4,4.0104186000121445,full,full_grid_only
european,jax,reverse,50000,n2-standard-4,4.013647800002218,full,full_grid_only
european,jax,reverse,50000,n2d-standard-4,4.073327200001131,full,full_grid_only
european,jax,reverse,50000,e2-standard-8,4.081193200005373,full,full_grid_only
european,jax,forward,100000,c2d-standard-4,4.093760000003499,full,full_grid_only
european,jax,reverse,50000,e2-standard-8,4.2141695999987405,full,full_grid_only
european,jax,forward,100000,t2d-standard-4,4.2796462000012525,full,full_grid_only
european,jax,reverse,10000,e2-standard-4,4.465187799999626,full,full_grid_only
european,jax,reverse,10000,e2-standard-4,4.5208853999952225,full,full_grid_only
european,jax,reverse,50000,e2-standard-4,4.633302399997774,full,full_grid_only
european,jax,forward,100000,n2d-standard-4,4.639061799997535,full,full_grid_only
european,jax,forward,100000,e2-standard-8,4.663490000001502,full,full_grid_only
european,jax,reverse,100000,n2d-standard-4,4.742451399999936,full,full_grid_only
european,jax,forward,50000,e2-standard-4,4.839118200010262,full,full_grid_only
european,jax,forward,100000,e2-standard-8,4.840193199999021,full,full_grid_only
european,jax,forward,100000,e2-standard-8,4.940224599999965,full,full_grid_only
european,jax,forward,100000,n2-standard-4,5.112509600002113,full,full_grid_only
european,jax,forward,100000,n2-standard-4,5.132695000003196,full,full_grid_only
european,jax,reverse,100000,e2-standard-8,5.15179020000005,full,full_grid_only
european,jax,reverse,100000,t2d-standard-4,5.23565200000462,full,full_grid_only
european,jax,reverse,100000,e2-standard-8,5.318841399997609,full,full_grid_only
european,jax,forward,100000,e2-standard-4,5.321213400003444,full,full_grid_only
european,jax,forward,50000,e2-standard-8,5.334377399998402,full,full_grid_only
european,jax,reverse,50000,e2-standard-4,5.418950600005701,full,full_grid_only
european,jax,reverse,100000,n2-standard-4,5.457482799994295,full,full_grid_only
european,jax,reverse,100000,e2-standard-8,5.48093280000046,full,full_grid_only
european,jax,forward,100000,e2-standard-8,5.616185800010953,full,full_grid_only
european,jax,reverse,100000,e2-standard-4,5.679555199998276,full,full_grid_only
european,jax,reverse,100000,n2-standard-4,5.701658599986104,full,full_grid_only
european,jax,reverse,50000,e2-standard-8,5.72830259999364,full,full_grid_only
european,jax,forward,50000,e2-standard-4,5.765850199998113,full,full_grid_only
european,jax,reverse,50000,e2-standard-4,6.232115599996746,full,full_grid_only
european,jax,forward,100000,e2-standard-4,6.685419200010756,full,full_grid_only
european,jax,reverse,100000,e2-standard-4,6.904680199994573,full,full_grid_only
european,jax,reverse,100000,e2-standard-4,7.137110000005009,full,full_grid_only
european,jax,forward,100000,e2-standard-4,7.511074800001438,full,full_grid_only
european,jax,reverse,100000,e2-standard-8,7.853863199994749,full,full_grid_only
european,cpp,none,1000,,0.019258999979380558,probe,
european,cpu,none,1000,t2d-standard-4,0.07875233333720644,probe,
european,cpu,none,1000,,0.08094766667454678,probe,
european,cpu,none,1000,n2-standard-4,0.10573933333546393,probe,
european,cpu,none,1000,e2-standard-8,0.11725233333474232,probe,
european,jax,none,1000,t2d-standard-4,0.49876833332973547,probe,
european,jax,none,1000,e2-standard-8,0.581067333342844,probe,
european,jax,none,1000,,0.5951799999669068,probe,
european,jax,none,1000,n2-standard-4,0.599604666665717,probe,
european,rust,none,1000,,0.6907339998936853,probe,
european,jax,forward,1000,n2-standard-4,1.8943123333296323,probe,
european,jax,forward,1000,t2d-standard-4,1.911805000001247,probe,
european,jax,forward,1000,,2.107029666603921,probe,
european,jax,reverse,1000,t2d-standard-4,2.157644000012245,probe,
european,jax,reverse,1000,,2.3413826666001114,probe,
european,jax,forward,1000,e2-standard-8,2.4027559999998025,probe,
european,jax,reverse,1000,n2-standard-4,2.4331229999935053,probe,
european,jax,reverse,1000,e2-standard-8,2.9125800000050126,probe,
european,cpp,none,1000,t2d-standard-4,0.014052333331922759,sha_round_0,
european,cpp,none,1000,c2d-standard-4,0.015447999994459376,sha_round_0,
european,cpp,none,1000,n2-standard-4,0.019909999996533163,sha_round_0,
european,cpp,none,1000,n2d-standard-4,0.020028999998089603,sha_round_0,
european,cpp,none,1000,e2-standard-4,0.02698666667318624,sha_round_0,
european,cpp,none,1000,e2-standard-8,0.02913266666837444,sha_round_0,
european,rust,none,1000,t2d-standard-4,0.030480000001868273,sha_round_0,
european,rust,none,1000,t2d-standard-4,0.030480000001868273,sha_round_0,
european,rust,none,1000,c2d-standard-4,0.034576333329520516,sha_round_0,
european,rust,none,1000,c2d-standard-4,0.034576333329520516,sha_round_0,
european,cpu,none,1000,c2d-standard-4,0.06594666666615012,sha_round_0,
european,cpu,none,1000,c2d-standard-4,0.06594666666615012,sha_round_0,
european,cpu,none,1000,c2d-standard-4,0.06661899999945338,sha_round_0,
european,cpu,none,1000,c2d-standard-4,0.06661899999945338,sha_round_0,
european,rust,none,1000,e2-standard-4,0.06747966666390919,sha_round_0,
european,rust,none,1000,e2-standard-4,0.06747966666390919,sha_round_0,
european,cpu,none,1000,n2d-standard-4,0.07032999999504834,sha_round_0,
european,cpu,none,1000,t2d-standard-4,0.07595066666491827,sha_round_0,
european,cpu,none,1000,t2d-standard-4,0.08671366667082718,sha_round_0,
european,cpu,none,1000,t2d-standard-4,0.08671366667082718,sha_round_0,
european,rust,none,1000,n2d-standard-4,0.08970866666402344,sha_round_0,
european,rust,none,1000,n2d-standard-4,0.08970866666402344,sha_round_0,
european,cpu,none,1000,e2-standard-8,0.09270333333688541,sha_round_0,
european,cpu,none,1000,n2d-standard-4,0.09352600000056555,sha_round_0,
european,cpu,none,1000,n2d-standard-4,0.09352600000056555,sha_round_0,
european,rust,none,1000,n2-standard-4,0.09448366666238901,sha_round_0,
european,rust,none,1000,n2-standard-4,0.09448366666238901,sha_round_0,
european,cpu,none,1000,e2-standard-8,0.0956219999939852,sha_round_0,
european,cpu,none,1000,e2-standard-8,0.0956219999939852,sha_round_0,
european,cpu,none,1000,e2-standard-8,0.10402766666099221,sha_round_0,
european,cpu,none,1000,n2-standard-4,0.10653633333390644,sha_round_0,
european,cpu,none,1000,n2-standard-4,0.10653633333390644,sha_round_0,
european,cpu,none,1000,e2-standard-4,0.11243300000292795,sha_round_0,
european,cpu,none,1000,e2-standard-4,0.11836599999052548,sha_round_0,
european,cpu,none,1000,n2-standard-4,0.12394600000220635,sha_round_0,
european,cpu,none,1000,e2-standard-4,0.12755766667282842,sha_round_0,
european,cpu,none,1000,e2-standard-4,0.12755766667282842,sha_round_0,
european,rust,none,1000,e2-standard-8,0.23619633332335374,sha_round_0,
european,rust,none,1000,e2-standard-8,0.23619633332335374,sha_round_0,
european,jax,none,1000,c2d-standard-4,0.2946190000017168,sha_round_0,
european,jax,none,1000,c2d-standard-4,0.3069803333346499,sha_round_0,
european,jax,none,1000,n2d-standard-4,0.35943299999511663,sha_round_0,
european,jax,none,1000,t2d-standard-4,0.371829666666675,sha_round_0,
european,jax,none,1000,t2d-standard-4,0.4397666666685988,sha_round_0,
european,jax,none,1000,n2d-standard-4,0.5015286666605334,sha_round_0,
european,jax,none,1000,n2-standard-4,0.5603300000037356,sha_round_0,
european,jax,none,1000,n2-standard-4,0.5664740000052385,sha_round_0,
european,jax,none,1000,e2-standard-4,0.6549333333225604,sha_round_0,
european,jax,none,1000,e2-standard-8,0.6921409999970743,sha_round_0,
european,jax,none,1000,e2-standard-4,0.7660559999986086,sha_round_0,
european,jax,none,1000,e2-standard-8,0.8107199999993023,sha_round_0,
european,jax,none,1000,e2-standard-8,0.8107199999993023,sha_round_0,
european,jax,none,1000,e2-standard-8,0.9420206666561626,sha_round_0,
european,jax,none,1000,e2-standard-4,0.959232000004325,sha_round_0,
european,jax,none,1000,e2-standard-4,0.959232000004325,sha_round_0,
european,jax,forward,1000,c2d-standard-4,1.3186846666618142,sha_round_0,
european,jax,forward,1000,c2d-standard-4,1.3186846666618142,sha_round_0,
european,jax,forward,1000,c2d-standard-4,1.3622139999966976,sha_round_0,
european,jax,forward,1000,c2d-standard-4,1.3622139999966976,sha_round_0,
european,jax,forward,1000,t2d-standard-4,1.4687249999999115,sha_round_0,
european,jax,forward,1000,t2d-standard-4,1.4687249999999115,sha_round_0,
european,jax,forward,1000,t2d-standard-4,1.5638053333333346,sha_round_0,
european,jax,forward,1000,t2d-standard-4,1.5638053333333346,sha_round_0,
european,jax,forward,1000,n2d-standard-4,1.6015723333377234,sha_round_0,
european,jax,forward,1000,n2d-standard-4,1.6015723333377234,sha_round_0,
european,jax,reverse,1000,c2d-standard-4,1.7026176666661286,sha_round_0,
european,jax,reverse,1000,c2d-standard-4,1.7026176666661286,sha_round_0,
european,jax,reverse,1000,c2d-standard-4,1.7244410000027226,sha_round_0,
european,jax,reverse,1000,c2d-standard-4,1.7244410000027226,sha_round_0,
european,jax,reverse,1000,t2d-standard-4,1.9583563333374818,sha_round_0,
european,jax,reverse,1000,t2d-standard-4,1.9583563333374818,sha_round_0,
european,jax,forward,1000,n2d-standard-4,1.9882839999970279,sha_round_0,
european,jax,forward,1000,n2d-standard-4,1.9882839999970279,sha_round_0,
european,jax,forward,1000,e2-standard-8,2.008666666663809,sha_round_0,
european,jax,forward,1000,e2-standard-8,2.008666666663809,sha_round_0,
european,jax,forward,1000,n2-standard-4,2.1716203333331427,sha_round_0,
european,jax,forward,1000,n2-standard-4,2.1716203333331427,sha_round_0,
european,jax,reverse,1000,n2d-standard-4,2.2131519999959437,sha_round_0,
european,jax,reverse,1000,n2d-standard-4,2.2131519999959437,sha_round_0,
european,jax,forward,1000,e2-standard-8,2.3288983333316082,sha_round_0,
european,jax,forward,1000,e2-standard-8,2.3288983333316082,sha_round_0,
european,jax,forward,1000,n2-standard-4,2.3513596666665157,sha_round_0,
european,jax,forward,1000,n2-standard-4,2.3513596666665157,sha_round_0,
european,jax,reverse,1000,e2-standard-8,2.3630909999970604,sha_round_0,
european,jax,reverse,1000,e2-standard-8,2.3630909999970604,sha_round_0,
european,jax,forward,1000,e2-standard-4,2.367483333330256,sha_round_0,
european,jax,forward,1000,e2-standard-4,2.367483333330256,sha_round_0,
european,jax,reverse,1000,t2d-standard-4,2.4415836666709843,sha_round_0,
european,jax,reverse,1000,t2d-standard-4,2.4415836666709843,sha_round_0,
european,jax,reverse,1000,n2d-standard-4,2.476334333332867,sha_round_0,
european,jax,reverse,1000,n2d-standard-4,2.476334333332867,sha_round_0,
european,jax,forward,1000,e2-standard-8,2.60726800000081,sha_round_0,
european,jax,forward,1000,e2-standard-8,2.60726800000081,sha_round_0,
european,jax,forward,1000,e2-standard-4,2.639795666662318,sha_round_0,
european,jax,forward,1000,e2-standard-4,2.639795666662318,sha_round_0,
